CountryCode,ER.H2O.FWTL.ZS,SH.H2O.SAFE.ZS,SH.H2O.BASW.ZS,ER.H2O.INTR.PC,ER.GDP.FWTL.M3.KD
ARB,0.025260808077620663,0.811715570005788,0.8184757337099018,0.000573076025587509,0.0028236498481019738
CSS,0.00010483082636458512,0.9437096933890449,0.933057144760388,0.09909377778563848,0.009344903429005711
CEB,0.0015639257323527037,0.9835900281165807,0.9864109035337311,0.004541645363117301,0.02541228987110626
EAR,0.0016867156106291977,0.8669052946316936,0.831224935419631,0.007608621286180619,0.0024154354864603864
EAS,0.001265756144544583,0.9036651501215116,0.8910257367803321,0.008654281391432393,0.012215309171204556
EAP,0.0012837205784272264,0.8941219079172661,0.880240623080661,0.00831670981635073,0.007020615005624249
TEA,0.001282481134371874,0.8928235794579539,0.8787807397698038,0.008357524594525274,0.007020615005624249
EMU,0.002275600399686853,0.998927263725788,0.9985330636322808,0.005661987240704443,0.04430396015877431
ECS,0.000826635193342387,0.9751619295199907,0.9712536333138482,0.014959024162419302,0.03723612450965155
ECA,0.0006165851623328258,0.9482487737145195,0.9403693458963852,0.02362202721709055,0.009583940024256275
TEC,0.0006351707475411895,0.9505507363053262,0.943330785050115,0.021822049499245804,0.01140939944643587
EUU,0.0018392891202527546,0.9962984234307224,0.9969025734512919,0.0056202058222920735,0.049128978562294465
FCS,0.0005587501066084757,0.584681536703311,0.5035697523951692,0.016324359402637587,0.0014533661856491575
HPC,0.0003112702683613305,0.557749016533197,0.40942675896963615,0.011543097289468066,0.002142517130450004
HIC,0.0010954339734468338,0.9930450223805611,0.9925550465449183,0.016678872431164015,0.03226544483231657
IBD,0.0010537260657156777,0.9095154895182846,0.8833401125043696,0.011249608511164898,0.005496837814265113
IBT,0.0010074097874601977,0.8491716572876163,0.8121194412183114,0.010706438434413986,0.00494788704088495
IDB,0.001768069395865377,0.7255152690328501,0.6818067730142106,0.006621078440699821,0.0004779048092440892
IDX,0.0005144603532825653,0.6238034666403676,0.5375615925552113,0.010170137663126475,0.002044494783891979
IDA,0.0008231491899032461,0.6574165900429216,0.5852358323347141,0.008992243408494723,0.0008991324267745238
LTE,0.000656555191925645,0.9250631259873467,0.9144276566182542,0.015621048004785722,0.009701653830885516
LCN,0.00026380296304029784,0.9264400513644078,0.9371638416814598,0.04288895556337918,0.012672456933446248
LAC,0.0002462184593130174,0.9242506963087489,0.9349348837416663,0.04163814778712881,0.012589561483837958
TLA,0.0002556117564314759,0.9263091847686094,0.9369394203867197,0.04387375910829378,0.0126359065597319
LDC,0.0004757161750078582,0.5956883738517317,0.5043213216095855,0.009789747836636243,0.0020026955691849965
LMY,0.0010250563626395535,0.8484817541419977,0.811439141829598,0.010446932098266366,0.0048094143645176736
LIC,0.00037068544355435475,0.5611001721997684,0.40500919102261257,0.009234672110188202,0.008935263076260328
LMC,0.0020090494134482138,0.8407828882771832,0.8000308308690711,0.005889153785159737,0.0013259255956215511
MEA,0.015487316121274686,0.8942396977186544,0.9001344759270222,0.0010779309188363316,0.0033147821617590368
MNA,0.014245318658591357,0.8809568908058986,0.8862024190762414,0.0012270461673909827,0.0032554397455225675
TMN,0.014275855172988178,0.8840076523186117,0.886570648082477,0.0012370239556633673,0.0032554397455225675
MIC,0.0010869494340735176,0.8798743573158225,0.8557400120015849,0.010580171744952556,0.004804099455690054
NAC,0.001033155165845502,0.9904317785734827,0.9902910989476822,0.03066116629206058,0.021629459324305503
INX,0.011442531644953947,0.8052617790618309,0.8186620288914973,0.024364617139691177,0.03212150030497252
OED,0.00113134274432026,0.9885311908566647,0.9883458439396992,0.015738952271665396,0.02958855603052132
OSS,0.00022159856479629685,0.8702179031579631,0.7951731055700573,0.03595413853994071,0.008317977603736513
PSS,0.011442531644953947,0.8849856561988295,0.8301767264693292,0.09389895072180868,0.028617603062153205
PST,0.0011504945038732272,0.9928629073089515,0.9918053931453931,0.015591606950501899,0.0317177465850201
PRE,0.0005576858070476347,0.5662585058402742,0.45125837222918364,0.008638661712199803,0.0025934626225858027
SST,0.0001680242592508852,0.8854779275037765,0.8241359096948163,0.051251630744129806,0.008562435955069047
SAS,0.005776327460903748,0.8823873270605599,0.8379396730882321,0.0022303942269075233,0.001102509373729648
TSA,0.005776327460903748,0.8823873270605599,0.8379396730882321,0.0022303942269075233,0.001102509373729648
SSF,0.0003561133762898068,0.5814458118492373,0.4467234111243604,0.007941586059741377,0.0025934626225858027
SSA,0.0003561133762898068,0.5814100140053998,0.44667452058854085,0.007941586059741377,0.0025934626225858027
TSS,0.0003561133762898068,0.5814458118492373,0.4467234111243604,0.007941586059741377,0.0025934626225858027
UMC,0.0007016793632575457,0.924124506002174,0.9185102813982937,0.015907000619389954,0.009356376897620543
WLD,0.0010407445063108926,0.8717188582966049,0.8407736452525918,0.011443931667023408,0.012611132938536898
AFG,0.0048115326107398375,0.42165898617511516,0.4309674378718915,0.002897730970031398,0.0002689795835111427
ALB,0.0005431333498991747,0.9481566820276498,0.8571892852961785,0.017497094570107796,0.0061339246342472925
DZA,0.008379221241373405,0.8306451612903225,0.9112997477537746,0.0005649773567244856,0.013244579346386568
ASM,0.011442531644953947,1.0,0.990039910270351,0.024364617139691177,0.03212150030497252
AND,0.011442531644953947,1.0,1.0,0.007223008591142523,0.03212150030497252
AGO,5.1054530392595054e-05,0.3951612903225806,0.28254222367474535,0.011125673717705226,0.09537827265909218
ATG,0.0024728276590302396,0.9758064516129032,0.9636367001327605,0.0010136847051043355,0.06783109390403681
ARG,0.0014457375937759144,0.9815668202764978,0.9937079462364904,0.01308597547467148,0.007490632239908367
ARM,0.0047965695822384784,0.988479262672811,0.973168339962719,0.004490040784465033,0.0019763647856536936
ABW,0.011442531644953947,0.9746543778801843,0.9710244127864834,0.024364617139691177,0.03212150030497252
AUS,0.00036210233276734173,1.0,0.9989211193846681,0.04083858950600054,0.05031959965493407
AUT,0.0007082691510036331,1.0,1.0,0.01230856104395952,0.07715423740822688
AZE,0.016506350573570076,0.8110599078341013,0.7874046315948732,0.0016469264548568767,0.002636843282785512
BHS,0.011442531644953947,0.9792626728110599,0.9740717103182003,0.0035496152126998602,0.03212150030497252
BHR,1.0,1.0,1.0,5.803845683858476e-06,0.05570379054051107
BGD,0.003821070309626729,0.8179723502304148,0.9600510887943338,0.001272028785632044,0.0020505037277145795
BRB,0.011329548297222769,0.9919354838709677,0.9786173157268477,0.000535984432660078,0.036776353756728525
BLR,0.000507244652067671,0.9953917050691243,0.9755374964524614,0.006777244850359151,0.02620552721726078
BEL,0.005598328141839945,1.0,1.0,0.002034352625794598,0.05460480727529806
BLZ,7.17562216927834e-05,0.9827188940092166,0.9346751390506045,0.08550309447184501,0.009968859099325846
