CountryCode,EN.BIR.THRD.NO,EN.MAM.THRD.NO,ER.MRN.PTMR.ZS,EN.HPT.THRD.NO,ER.LND.PTLD.ZS
ARB,0.0676075574778056,0.06958308866705813,0.04311918620498824,0.022582359192348564,0.12944275629975963
CSS,0.015023901661734578,0.01790957134468585,0.09474537375482463,0.023047290116896917,0.1745137718616975
CEB,0.029592533576143866,0.014679976512037582,0.08687071408149881,0.004250797024442083,0.21810388202270597
EAR,0.373321192806738,0.405460951262478,0.0382164364454356,0.38781880977683314,0.20450916940786726
EAS,0.2497154564079217,0.26952436876101,0.10201968138503391,0.23346174282678003,0.23419890856534745
EAP,0.16753926701570682,0.21403405754550792,0.01015283518110648,0.18105738575982996,0.25752662854138064
TEA,0.16071022080582745,0.21197886083382267,0.010226411551935094,0.18012752391073325,0.25910730768044793
EMU,0.042112451627589344,0.029359953024075163,0.16338205844812165,0.035334750265674814,0.36786069710125713
ECS,0.1452310493967676,0.10275983558426306,0.10284105545921934,0.06854410201912858,0.19932303588835393
ECA,0.08376963350785341,0.056664709336465065,0.08707099992428285,0.029556323060573857,0.16212164725303393
TEC,0.08627361711814249,0.05813270698766882,0.08612527200909183,0.030220510095642934,0.16465860934509602
EUU,0.06669701798315501,0.042278332354668234,0.13987065943776372,0.03998405951115834,0.3279647960029493
FCS,0.12997951286137036,0.14533176746917206,0.021682705040118443,0.07418969181721573,0.10864401980888719
HPC,0.16731163214204417,0.22431004110393424,0.03597399999508066,0.2015807651434644,0.20011499043823963
HIC,0.20737536990666972,0.1529653552554316,0.16772221674801696,0.14426142401700318,0.2406137894889272
IBD,0.47416344183928977,0.4682912507339988,0.06453449892125952,0.5771785334750266,0.20279223983030786
IBT,0.761438652401548,0.8335290663534939,0.05514083191988734,0.8450451647183846,0.19886414922541196
IDB,0.05827452765763715,0.07017028772753964,0.03105311965072712,0.07857332624867162,0.18917678000165897
IDX,0.229000682904621,0.2950675278919554,0.030219000684544566,0.1892933049946865,0.18833231879784887
IDA,0.28727521056225813,0.36523781561949503,0.030404827954085143,0.26786663124335813,0.1885204501389401
LTE,0.2729342135215115,0.23135642982971227,0.07391149772182762,0.28752656748140276,0.22447252791285713
