CountryCode,SH.DTH.COMM.ZS,SH.MLR.INCD.P3,SH.TBS.INCD,SP.DYN.LE00.IN
ARB,0.24476932845177035,0.02500708414178633,0.07583204334365327,0.7621032936517532
CSS,0.14665223215387868,0.02500708414178633,0.07583204334365327,0.798952581041857
CEB,0.028504394198421677,0.02500708414178633,0.07583204334365327,0.8657110572682185
EAR,0.3203290253841897,0.016596796274386042,0.07583204334365327,0.7343697595291792
EAS,0.10825623621259986,0.003275822217843113,0.10603715170278638,0.837714075418597
EAP,0.1052376029304071,0.0032861270117422576,0.11455108359133127,0.8214527059354969
TEA,0.10474665578757303,0.0033300749900809076,0.07583204334365327,0.8221715365325015
EMU,0.04667048002946775,0.02500708414178633,0.07583204334365327,0.9585565476810493
ECS,0.05228073465742375,0.02500708414178633,0.02863777089783282,0.8749365163125898
ECA,0.05677428388678697,0.02500708414178633,0.05417956656346749,0.7880595006589403
TEC,0.054835218200380516,0.02500708414178633,0.07583204334365327,0.7959795296195388
EUU,0.04607111204659162,0.02500708414178633,0.07583204334365327,0.9406459194050021
FCS,0.5731156302707949,0.10360128790988571,0.07583204334365327,0.600844362653136
HPC,0.6608693680389974,0.11392209923980814,0.07583204334365327,0.5912418324505371
HIC,0.06697583284699006,0.02500708414178633,0.010061919504643963,0.9352092231548764
IBD,0.18138946886316515,0.008708528755853361,0.07583204334365327,0.7889124854628167
IBT,0.2942013548187458,0.054222056007866795,0.07583204334365327,0.7478908166532681
IDB,0.6455610247736956,0.12189654599866169,0.07583204334365327,0.5889703181295047
IDX,0.5699221403145561,0.10172734528635555,0.07583204334365327,0.6387466943324892
IDA,0.5976141544604994,0.10888259008640148,0.07583204334365327,0.6222846430967517
LTE,0.0666330970015378,0.000529717224745305,0.07583204334365327,0.8418987266749192
LCN,0.15876454118352903,0.005759198105218783,0.03173374613003096,0.8370271884902716
LAC,0.16151208726350838,0.005759198105218783,0.032507739938080496,0.8344885458416971
TLA,0.1606386802939329,0.005759198105218783,0.07583204334365327,0.8351056442875177
