CountryCode,AG.LND.IRIG.AG.ZS,AG.LND.AGRI.ZS,NV.AGR.TOTL.KD.ZG,AG.LND.ARBL.ZS,ER.FSH.CAPT.MT,AG.PRD.CREL.MT,AG.YLD.CREL.KG,AG.PRD.CROP.XD,TX.VAL.FOOD.ZS.UN,TM.VAL.FOOD.ZS.UN,AG.PRD.FOOD.XD,AG.LND.FRST.ZS,AG.LND.EL5M.ZS,AG.LND.CREL.HA,ER.FSH.PROD.MT
ARB,0.050731308060637775,0.3866704642326633,0.4095582298076252,0.05991877077245053,0.03238036690411848,0.02040815366406087,0.023454236883787814,0.2047709733808068,0.043069303126815686,0.24731726043683522,0.09061332234569043,0.0283355838973502,0.010447454202374383,0.044244818011460456,0.021655352871177872
CSS,0.050731308060637775,0.06563844981030806,0.3811173895329173,0.02558416317301729,0.0037810646757480463,0.0004834033077335708,0.06375992454434466,0.20661249765747403,0.11212566075048314,0.30670914446547287,0.09845956112972519,0.8601502632813048,0.07158158328336953,0.00039425370002764903,0.0018262790161873445
CEB,0.050731308060637775,0.5249366666414437,0.42058069296297446,0.4655709409553287,0.005831815864227233,0.03756355617453971,0.061955047444145456,0.20868348337451034,0.09184449790919127,0.14443695762177505,0.09941116369271084,0.34555754170710473,0.025359039980778226,0.0315164325450353,0.0033857328840380353
EAR,0.050731308060637775,0.456286889228719,0.40547703804717267,0.1796951833972138,0.32684106459309187,0.2884836091298163,0.04328710571076199,0.24144339531672135,0.1403032554490301,0.16225880690999797,0.11588428006144719,0.2216698399342969,0.019530889553451825,0.34440888894830457,0.30315239682220285
EAS,0.050731308060637775,0.5363795235657024,0.4058780132104211,0.131251986013943,0.4545905212447012,0.30996194878295197,0.06602505589572012,0.24209283961513522,0.06171784251734662,0.1290108596560904,0.11278723947369068,0.2662577909121582,0.026348623858628246,0.2442344289864151,0.663794052587452
EAP,0.050731308060637775,0.52806432262549,0.40902219619052543,0.1545577332692628,0.381143535343531,0.28906677039667444,0.0700542616408955,0.24535060203168976,0.059912161544682735,0.1316789451230658,0.11514603217833827,0.30098714253880104,0.03353735656292698,0.21482718505024814,0.6124733863815307
TEA,0.050731308060637775,0.5302624513205279,0.40902219619052543,0.15368360126013503,0.3787995721910983,0.28720737079464664,0.07017708759935852,0.24577326814589848,0.05991227336729262,0.1316985551373664,0.11531891810800375,0.3000708976212517,0.03354694008991044,0.21307622138070587,0.6085880142534339
EMU,0.050731308060637775,0.4860937991491715,0.37166678605339504,0.3360754973622438,0.03481671106385959,0.07192770033423924,0.08169661349773488,0.18094835345745253,0.09178833054262746,0.18357058194692522,0.08879416149303324,0.3868448719006219,0.05082057751711279,0.04591610282427821,0.02118476966114591
ECS,0.050731308060637775,0.3234419621092965,0.3838787211992946,0.16993162412661955,0.1600436709037168,0.21064632767987862,0.05188983758664637,0.20301565528128485,0.09147308401420788,0.17860379569067164,0.0975048297929974,0.3845833667122903,0.022982133147320522,0.21046350758750437,0.09231083696594157
ECA,0.050731308060637775,0.30905910313953017,0.39151948929018315,0.14704450673451971,0.055093378525384436,0.10339167265074335,0.03809631254938955,0.22534578036605335,0.09495405611346153,0.19812003413055523,0.11066183538030108,0.39315177233785614,0.014272682160613066,0.13988607639605732,0.028857728322379678
TEC,0.050731308060637775,0.3118515231975073,0.39215014599098047,0.15163272532644367,0.05726116692405523,0.11472582115015485,0.03938176988163008,0.22464226605439808,0.10073200731856721,0.18992468473608445,0.10963352374825577,0.3920640048575755,0.014380997116164057,0.15026173291507774,0.030071294115845443
EUU,0.050731308060637775,0.4815925467612528,0.37840597298535156,0.35140019062966427,0.05695406345149885,0.11875429191678456,0.07648749447985173,0.18703059642519504,0.09128517267268073,0.1828306124414975,0.09097813258075114,0.38425617660252787,0.0465691058752434,0.08091455685623095,0.03353675706445051
