CountryCode,EG.USE.ELEC.KH.PC,EG.ELC.HYRO.ZS,EG.ELC.NUCL.ZS,EG.ELC.FOSL.ZS,EG.ELC.RNWX.ZS,EG.USE.COMM.GD.PP.KD,EG.USE.COMM.FO.ZS,EG.ELC.RNEW.ZS,EG.FEC.RNEW.ZS
ARB,0.04151106471126169,0.035475232559688104,0.0,0.9535616070624231,0.004711525208812669,0.09177389626777034,0.96319420492923,0.0385400991246685,0.04945470285591216
CSS,0.05140713799554299,0.19012676627797026,0.04848262497547117,0.44069800483059113,0.03894545168138291,0.27240594413291147,0.973329760948634,0.0928263385334104,0.09287688310125629
CEB,0.07301460944745436,0.11463531516565001,0.2433891520651626,0.652884359392139,0.06194173984533893,0.09749902837575568,0.8010457322125311,0.152231558097185,0.142452947304287
EAR,0.01834827717012018,0.16167277194178697,0.019735307242267276,0.794852830198172,0.036124713821056635,0.09630466932417696,0.794351367908286,0.187622943139682,0.27063759286676187
EAS,0.055933983452164715,0.129193550886765,0.09722819332055582,0.765452872655677,0.03568957509653214,0.12887770938006868,0.8522591944122899,0.15207458819171302,0.16932553751439625
EAP,0.04234952524844362,0.163378708449854,0.019101613012409372,0.796923781702549,0.03191220482600443,0.1461997580079616,0.856024477056599,0.184187845903983,0.20422304303857017
TEA,0.04272081599254261,0.16134379721536501,0.019187215191266697,0.798788622046862,0.03205521653205624,0.1461997580079616,0.855866598474602,0.18224496622910402,0.2050511828602968
EMU,0.1234005138171254,0.112727899208135,0.38555996986710606,0.47237255864880096,0.16479082165652276,0.07668975603582585,0.728059673735448,0.212749561165895,0.1307193352962906
ECS,0.10065529693542662,0.163344100250712,0.2849444767526393,0.544159322399231,0.09741573150597324,0.09702725255507219,0.801387041344102,0.22286835643084799,0.10987354029834008
ECA,0.07445994730063209,0.190569300113808,0.1920830891242843,0.651944545319511,0.005324685811172555,0.14851442166321777,0.888615138672008,0.193801178678905,0.06417024870767404
TEC,0.0739963020201924,0.1773833160555,0.1773558639504587,0.67325371863878,0.011323724980979551,0.14267997673459115,0.891417831523778,0.18425637962035601,0.06698408700601256
EUU,0.1141802971009391,0.113004259508941,0.34562897385166863,0.5144354689042661,0.14946341108933742,0.07818501276397516,0.749297540556052,0.203722775435703,0.13117413430512215
FCS,0.009135585272287215,0.21507360673654202,0.0,0.6595307920147729,0.001153046665897956,0.10144867999729498,0.5971244473226389,0.253598978207369,0.5303177301046713
HPC,0.0030173662630518495,0.535080043221134,0.0,0.217667244300663,0.017895416655112663,0.16949979007768876,0.19719633773222,0.6908118635953331,0.8191837816101285
HIC,0.1701322612440274,0.113465689676103,0.2589905734132606,0.6225913853259261,0.08259331628735582,0.09819842473473718,0.8148640475710439,0.163795584265645,0.09688148577861311
IBD,0.03649764602097687,0.20054184945952802,0.05416485589797563,0.733749886939517,0.033632062409813805,0.12179264504525025,0.8413403684261389,0.221186401808826,0.19962879996242228
IBT,0.03017782673554715,0.206513621658719,0.05195169924733776,0.7229759855229869,0.03248541849037021,0.12200560950025625,0.806206889996659,0.22937437140619,0.25246493434595313
IDB,0.0071021117721456715,0.29950078904302,0.020334115639417276,0.6465648732506231,0.014276843646540997,0.12412554127870959,0.44892104521594,0.31874873260191,0.6289957501251323
IDX,0.004578167754757072,0.367076702321164,0.0,0.446001635449705,0.007399415669692598,0.12529105364418927,0.341645809390846,0.479698083917275,0.7326614140217088
IDA,0.005564161420927282,0.33801282943325606,0.008858082448648153,0.533826732121203,0.010402945376782484,0.1246425549148332,0.398762060843804,0.406216763554688,0.6811714156480689
LTE,0.054724733262198434,0.21351037029280298,0.05056689260432514,0.7171347012059031,0.031367532478805915,0.13799372862731185,0.859215204156625,0.233537512154685,0.17533097822279775
LCN,0.03566149040437872,0.523306075328779,0.024829334993613048,0.394622363757662,0.06926172298328201,0.07553740191147286,0.737140492297496,0.564105856882941,0.28890782938558107
LAC,0.03462511034111799,0.543232226863127,0.02689272213268919,0.39084163286352996,0.0704447574358648,0.07401698132278223,0.728791202869559,0.586120641784722,0.2918799690394757
TLA,0.03587715177714946,0.540302833782424,0.025639183991345998,0.39409357968750597,0.07091296351642444,0.07553740191147286,0.733832229407338,0.583467771869002,0.29298394575673453
LDC,0.0027802058918748925,0.403208901418491,0.0,0.396805767766519,0.0016386519528584595,0.12176981471251375,0.264881341942539,0.542723274255606,0.7846173684852469
LMY,0.029696424029303534,0.20788406345006,0.053006256159167216,0.720843825059052,0.03134206908254398,0.12268272360285395,0.8046777967537869,0.230228628569598,0.2538253501932128
LIC,0.049596052094963095,0.19012676627797026,0.04848262497547117,0.44069800483059113,0.03894545168138291,0.08682237500215602,0.209019146471522,0.732827513552886,0.8104113319088493
LMC,0.011848336789116353,0.16581613423201103,0.07076792223483123,0.7383904653715451,0.048215003583270674,0.09933431804507824,0.66504419351495,0.201584387386471,0.41245569240786917
MEA,0.048000231394075055,0.0297040880443055,0.0,0.963730628493783,0.004005311083125858,0.09854002089794743,0.986354133638097,0.0322307439152636,0.019628010358099825
MNA,0.029215300609427078,0.0542442613336962,0.0,0.933275320927368,0.006958465660904237,0.08941673443001123,0.979162499995539,0.0588308485438056,0.02809766697158371
TMN,0.029215300609427078,0.0546105624010028,0.0,0.939577549729851,0.007005454841616381,0.08941673443001123,0.979162499995539,0.058874904079679,0.0276818578113524
MIC,0.03149000873553313,0.205734150438877,0.05361246795665029,0.727872214613655,0.03169206544414353,0.12137610678721912,0.81791614420559,0.22661239722236,0.2318906255533522
NAC,0.24763796009793682,0.123904235052753,0.2360743751211904,0.645990476344392,0.06425839680977596,0.11963842101230031,0.8321458242217049,0.162952514079432,0.09236278636044755
INX,0.049596052094963095,0.19012676627797026,0.04848262497547117,0.44069800483059113,0.03894545168138291,0.08682237500215602,0.49050550245125657,0.2857480249499483,0.29907108420939216
OED,0.1508988956769588,0.12444236037731599,0.2640998498250273,0.6090392333283929,0.08663803235257835,0.0960962652200395,0.8067348669060089,0.177028298705345,0.10412962454908851
OSS,0.049596052094963095,0.15535261835269298,0.0,0.704084792948329,0.088851040603965,0.11023090288234501,0.802703730513427,0.280023326581541,0.31412396895341554
