CountryCode,ER.H2O.FWTL.ZS,SH.H2O.SAFE.ZS,SH.H2O.BASW.ZS,ER.H2O.INTR.PC,ER.GDP.FWTL.M3.KD
ARB,0.025260808077620663,0.7966542647967453,0.752097678842902,0.000573076025587509,0.0028236498481019738
CSS,0.00010483082636458512,0.9132588547889573,0.895593642132912,0.09909377778563848,0.009344903429005711
CEB,0.0015639257323527037,0.9409146973949482,0.9851992189478156,0.004541645363117301,0.02541228987110626
EAR,0.0016867156106291977,0.776587293222379,0.768214390877318,0.007608621286180619,0.0024154354864603864
EAS,0.001265756144544583,0.7921939890424032,0.7529081235485207,0.008654281391432393,0.012215309171204556
EAP,0.0012837205784272264,0.7710748918212534,0.7322499581756099,0.00831670981635073,0.007020615005624249
TEA,0.001282481134371874,0.7681527174354192,0.7288173790667988,0.008357524594525274,0.007020615005624249
EMU,0.002275600399686853,0.9967560279669389,0.9964018621416793,0.005661987240704443,0.04430396015877431
ECS,0.000826635193342387,0.9568987374206879,0.9599069148622876,0.014959024162419302,0.03723612450965155
ECA,0.0006165851623328258,0.9140260030259908,0.9195687406887162,0.02362202721709055,0.009583940024256275
TEC,0.0006351707475411895,0.9174437946321682,0.9195687406887162,0.021822049499245804,0.01140939944643587
EUU,0.0018392891202527546,0.9856597717805553,0.9971346799424642,0.0056202058222920735,0.049128978562294465
FCS,0.0005587501066084757,0.5336938668658778,0.4041769408583059,0.016324359402637587,0.0014533661856491575
HPC,0.0003112702683613305,0.44440572216126045,0.28866072811885257,0.011543097289468066,0.002142517130450004
HIC,0.0010954339734468338,0.9867798475480357,0.9903882926765254,0.016678872431164015,0.03226544483231657
IBD,0.0010537260657156777,0.8119782784923422,0.7899648443582976,0.011249608511164898,0.005496837814265113
IBT,0.0010074097874601977,0.7599779946773928,0.7279749486448475,0.010706438434413986,0.00494788704088495
IDB,0.001768069395865377,0.6556563883365946,0.6042476239976925,0.006621078440699821,0.0004779048092440892
IDX,0.0005144603532825653,0.5236724491782696,0.4496025673192226,0.010170137663126475,0.002044494783891979
IDA,0.0008231491899032461,0.5678766963948341,0.50131623899124,0.008992243408494723,0.0008991324267745238
LTE,0.000656555191925645,0.8190469255199562,0.7880175227695959,0.015621048004785722,0.009701653830885516
LCN,0.00026380296304029784,0.8801989756804908,0.8857577010904264,0.04288895556337918,0.012672456933446248
LAC,0.0002462184593130174,0.8771624066578491,0.8826958598043995,0.04163814778712881,0.012589561483837958
TLA,0.0002556117564314759,0.8794658521687269,0.8843569984819993,0.04387375910829378,0.0126359065597319
LDC,0.0004757161750078582,0.49512340314889053,0.41416874072509685,0.009789747836636243,0.0020026955691849965
