CountryCode,AG.LND.TOTL.RU.K2,AG.LND.EL5M.RU.ZS,SP.RUR.TOTL,AG.LND.TOTL.UR.K2,AG.LND.EL5M.UR.ZS,SP.URB.TOTL
ARB,0.11850189509066372,0.00909884030727062,0.050250137203848536,0.05324828703445749,0.003631801503142568,0.05863259820718577
CSS,0.003517339743000787,0.06754951868799978,0.0012275861622570927,0.0025739920270716064,0.012208720740989002,0.0007656654606487436
CEB,0.007419198775810835,0.02226852428355658,0.011404891736607093,0.019588030585955683,0.008370164676892649,0.015970272001980475
EAR,0.24435815601011365,0.018296784342231923,0.5184106274677233,0.2468605840649938,0.0036571535991388507,0.3509491670469315
EAS,0.1976697805795439,0.022689953816817293,0.28488145447942176,0.19331157498332074,0.009786001497803617,0.3247046188016822
EAP,0.12356175844687464,0.029243029101898098,0.27894804337843343,0.14045178218188603,0.011573611708148204,0.27461108694956793
TEA,0.12249834947510103,0.029226345153905067,0.27603146218252095,0.13978249872119378,0.011637859505524446,0.27075809616518304
EMU,0.019455655492251835,0.03432653886033749,0.023993386695877816,0.10764776856892572,0.04184247621226891,0.06445357432651042
ECS,0.19736948724344194,0.020525566778703406,0.07770812718312559,0.2373339129914057,0.006747767884462999,0.1606036286343045
ECA,0.16413545090087642,0.014097051595821175,0.042685217038245876,0.08581190782079369,0.0009051516781723412,0.06727337845297418
TEC,0.16662073925425186,0.014144013411856185,0.04710392691727375,0.0942160737421568,0.0010580919245675802,0.07297721545254877
EUU,0.03071695349015172,0.033051261678504605,0.03768671651765645,0.15096840460184416,0.03445702522070048,0.09529106174185333
FCS,0.10977956009884927,0.010425025317653611,0.08721596512528303,0.023278842517374485,0.00134936901866894,0.05169655085489715
HPC,0.12413925735861352,0.007912029823070333,0.14262600048649257,0.018300096611890557,0.0006469288646024421,0.06484841946636004
HIC,0.29392162419321827,0.023134304032570507,0.06395787517402483,0.48719339335623285,0.008724848789880594,0.23582231833524947
IBD,0.5495563813483777,0.01678197153948584,0.6421273460293023,0.4764769429188608,0.004353363564416871,0.625919899717219
IBT,0.7144547898526313,0.01572719795791232,0.9374486938353225,0.5226230106463278,0.0036104187493272225,0.767832419270854
