CountryCode,AG.LND.IRIG.AG.ZS,AG.LND.AGRI.ZS,NV.AGR.TOTL.KD.ZG,AG.LND.ARBL.ZS,ER.FSH.CAPT.MT,AG.PRD.CREL.MT,AG.YLD.CREL.KG,AG.PRD.CROP.XD,TX.VAL.FOOD.ZS.UN,TM.VAL.FOOD.ZS.UN,AG.PRD.FOOD.XD,AG.LND.FRST.ZS,AG.LND.EL5M.ZS,AG.LND.CREL.HA,ER.FSH.PROD.MT
ARB,0.0506980218111261,0.38624874753457233,0.4335245917722914,0.05948658573706244,0.031867679787637895,0.021377414056599115,0.025727085647439384,0.2083902277182686,0.024565114798547814,0.23742042666537372,0.09698224853941254,0.02869714152961574,0.010447454202374383,0.042382450879852734,0.020859125664926793
CSS,0.0506980218111261,0.0655016021585882,0.3680563378681045,0.025414147855760533,0.002508234634422087,0.00043048957077138186,0.06109912244803822,0.19539957985806514,0.11212566075048314,0.30670914446547287,0.09480088216901557,0.8610447833947288,0.07158158328336953,0.0003661748043802628,0.001231837443595645
CEB,0.0506980218111261,0.5256148727961167,0.4880757192490109,0.4632777977650602,0.006270138693797136,0.03338486216693711,0.05511537385177604,0.19169304274195526,0.09387426923223396,0.14339989927007057,0.09193107438141705,0.34340617889392805,0.025359039980778226,0.03143327570898716,0.003533977446168187
EAR,0.0506980218111261,0.4567867817724351,0.42178959028156426,0.17969624767042136,0.32533196183557384,0.28569387996183804,0.043298197364619026,0.23686960306132454,0.11801923272450711,0.15278568434110285,0.11449753156568696,0.22316814232449608,0.019530889553451825,0.34099086283542235,0.2844061314684058
EAS,0.0506980218111261,0.5321250211809322,0.4118658490641139,0.13081892311371973,0.4344558194413828,0.3078322682620408,0.06541938169195616,0.23789369506105218,0.054960527804886396,0.10899654416053693,0.11179249829571523,0.2655553090010609,0.026348623858628246,0.24477322883788583,0.6181354270318759
EAP,0.0506980218111261,0.5282457085072473,0.4152144740378587,0.15453999947444402,0.3599465827919066,0.2879539732702024,0.06956354355830671,0.24087493814441235,0.059583102740354804,0.11005364710786576,0.11404525313033231,0.3002916634325365,0.03353735656292698,0.2154918672374532,0.567258438790859
TEA,0.0506980218111261,0.5304452171192942,0.4152135218107078,0.15366573255270644,0.35771616503333303,0.28611005843487375,0.06970562672435543,0.24126943081364358,0.0595831027403547,0.11006851747685695,0.11421234899514578,0.29920748366868766,0.03354694008991044,0.21368079510261365,0.5636520803324581
EMU,0.0506980218111261,0.4885730690112586,0.407101993676798,0.3359888445574241,0.034637235727001954,0.068690348796041,0.07827818141864573,0.1812121329300517,0.09804705803263615,0.1813415905952087,0.08906529926223065,0.38508567017952255,0.05082057751711279,0.045743788286302316,0.020592592859988327
ECS,0.0506980218111261,0.32335323472961686,0.4178801432002786,0.16930148382473914,0.15314483069931115,0.1983508172820233,0.04876745982621267,0.1991475752169993,0.09106287309730735,0.17827420296924357,0.09756479348835442,0.3842031197960777,0.022982133147320522,0.21064755077556285,0.08769375421440788
ECA,0.0506980218111261,0.3086604266147541,0.4337751498885749,0.1463618308352693,0.054130068658466146,0.09930449608372088,0.036385940164016806,0.22272831053537717,0.07592708021562458,0.18481015579797516,0.11309891556186234,0.3929509145952294,0.014272682160613066,0.1405252247533935,0.028287878205033545
