CountryCode,SH.DTH.COMM.ZS,SH.MLR.INCD.P3,SH.TBS.INCD,SP.DYN.LE00.IN
ARB,0.24476932845177035,0.02500708414178633,0.08324104043531287,0.7519882502322804
CSS,0.14665223215387868,0.02500708414178633,0.08324104043531287,0.7903916821476908
CEB,0.028504394198421677,0.02500708414178633,0.08324104043531287,0.8516145839227768
EAR,0.3203290253841897,0.016596796274386042,0.08324104043531287,0.7176700872390387
EAS,0.10825623621259986,0.003275822217843113,0.11068111455108359,0.8281787321045065
EAP,0.1052376029304071,0.0032861270117422576,0.11919504643962849,0.8125158370977926
TEA,0.10474665578757303,0.0033300749900809076,0.08324104043531287,0.8133905472807762
EMU,0.04667048002946775,0.02500708414178633,0.08324104043531287,0.9461363939787698
ECS,0.05228073465742375,0.02500708414178633,0.033281733746130034,0.8612515066648188
ECA,0.05677428388678697,0.02500708414178633,0.06191950464396285,0.7718784515849823
TEC,0.054835218200380516,0.02500708414178633,0.08324104043531287,0.7799446988357011
EUU,0.04607111204659162,0.02500708414178633,0.08324104043531287,0.9285753719102692
FCS,0.5731156302707949,0.10360128790988571,0.08324104043531287,0.5817732092789508
HPC,0.6608693680389974,0.11392209923980814,0.08324104043531287,0.5631438486818293
HIC,0.06697583284699006,0.02500708414178633,0.011609907120743035,0.9257840301791457
IBD,0.18138946886316515,0.008708528755853361,0.08324104043531287,0.7758091607750925
IBT,0.2942013548187458,0.054222056007866795,0.08324104043531287,0.7339373133840864
IDB,0.6455610247736956,0.12189654599866169,0.08324104043531287,0.5686943696545901
IDX,0.5699221403145561,0.10172734528635555,0.08324104043531287,0.6164810506369734
IDA,0.5976141544604994,0.10888259008640148,0.08324104043531287,0.6007082002606882
LTE,0.0666330970015378,0.000529717224745305,0.08324104043531287,0.830835987913137
LCN,0.15876454118352903,0.005759198105218783,0.033281733746130034,0.8252873791883888
LAC,0.16151208726350838,0.005759198105218783,0.0348297213622291,0.8225824357808097
TLA,0.1606386802939329,0.005759198105218783,0.08324104043531287,0.8231819133615466
LDC,0.5933646811054619,0.09557572547320045,0.08324104043531287,0.611141770053986
LMY,0.29582663294292905,0.05403901945365606,0.1393188854489164,0.7329382360012254
LIC,0.6522895739832775,0.11128840375670994,0.19891640866873064,0.5691535582106706
LMC,0.3831642133118181,0.04742884948546531,0.19040247678018576,0.6872704980279628
MEA,0.14309147048016388,0.02500708414178633,0.027089783281733747,0.7918463502987614
MNA,0.14537799245795097,0.02500708414178633,0.03018575851393189,0.7823688843765466
TMN,0.14537799245795097,0.02500708414178633,0.08324104043531287,0.7822369200085215
MIC,0.24838096313011618,0.03768462714919753,0.1323529411764706,0.7507853916884637
NAC,0.05183452922038362,0.02500708414178633,0.0030959752321981426,0.9052420074650197
INX,0.23916701477168925,0.02500708414178633,0.08324104043531287,0.7189018199112757
OED,0.06784706564508555,0.02500708414178633,0.08324104043531287,0.9173914460366833
OSS,0.4989294420307161,0.02500708414178633,0.08324104043531287,0.6684607518554605
PSS,0.18068721756216516,0.02500708414178633,0.08324104043531287,0.7447403785808128
PST,0.06308407809091626,0.02500708414178633,0.08324104043531287,0.9239062258834545
PRE,0.7218175656869432,0.13838880148510915,0.08324104043531287,0.5263147851315316
SST,0.41657653165504127,0.02500708414178633,0.08324104043531287,0.6964361229627162
SAS,0.35068718494567486,0.009686417556945204,0.18421052631578946,0.6983132515107509
TSA,0.35068718494567486,0.009686417556945204,0.08324104043531287,0.6983132515107509
SSF,0.7142421833194258,0.1345732940182803,0.24148606811145512,0.5282030280260467
SSA,0.7142857636802168,0.1345732940182803,0.24148606811145512,0.528177083041507
TSS,0.7142421833194258,0.1345732940182803,0.08324104043531287,0.5282030280260467
UMC,0.0869876971578578,0.00204160696593301,0.0696594427244582,0.8224023327496006
WLD,0.25608184272084644,0.05396685061462527,0.11842105263157894,0.7646886464901363
AFG,0.49032258064516127,0.013555427914991385,0.14628482972136223,0.6002091366126251
ALB,0.02709677419354839,0.02500708414178633,0.013157894736842105,0.8731923789375975
DZA,0.18967741935483873,1.0933612982590466e-06,0.0565015479876161,0.8347958804228641
ASM,0.23916701477168925,0.02500708414178633,0.004798761609907121,0.7189018199112757
AND,0.23916701477168925,0.02500708414178633,0.0032507739938080495,0.7189018199112757
AGO,0.7793548387096774,0.07122343480758185,0.2964396284829721,0.5527552281996216
ATG,0.14193548387096774,0.02500708414178633,0.006037151702786378,0.8442048710539926
ARG,0.1406451612903226,0.0,0.02089783281733746,0.847459689004195
ARM,0.02064516129032258,0.02500708414178633,0.04489164086687306,0.806645695487084
ABW,0.23916701477168925,0.02500708414178633,0.00696594427244582,0.8367431631567558
AUS,0.04258064516129033,0.02500708414178633,0.004876160990712074,0.9578534507972469
AUT,0.0064516129032258064,0.02500708414178633,0.007120743034055727,0.9417195619519765
AZE,0.10580645161290321,0.0,0.08436532507739938,0.7685067352515127
BHS,0.20258064516129035,0.02500708414178633,0.010061919504643963,0.8316187122050716
BHR,0.06451612903225806,0.02500708414178633,0.015479876160990712,0.8588867099031889
BGD,0.30838709677419357,0.0004595060310166571,0.17414860681114552,0.7595028173911251
BRB,0.1535483870967742,0.02500708414178633,0.0,0.8360796893320482
BLR,0.012903225806451613,0.02500708414178633,0.05185758513931889,0.7572583087370625
BEL,0.07999999999999999,0.02500708414178633,0.007739938080495356,0.9346879472948123
BLZ,0.21419354838709678,5.743825387708214e-05,0.020123839009287926,0.7444620642232307
BEN,0.6567741935483871,0.16869615163699023,0.05185758513931889,0.5624010505146028
BMU,0.23916701477168925,0.02500708414178633,0.0013931888544891642,0.9447220182718455
BTN,0.2735483870967742,5.743825387708214e-05,0.163312693498452,0.7158231173606685
BOL,0.2812903225806452,0.0022400919012062035,0.10139318885448917,0.6933724227838128
BIH,0.0064516129032258064,0.02500708414178633,0.04256965944272446,0.8527640285026296
BWA,0.6167741935483871,0.0005169442848937392,0.3715170278637771,0.590018903395968
BRA,0.16129032258064516,0.004537622056289489,0.0348297213622291,0.8199910961640179
VGB,0.23916701477168925,0.02500708414178633,0.0,0.7189018199112757
BRN,0.1496774193548387,0.02500708414178633,0.05108359133126935,0.8671564064048949
BGR,0.01161290322580645,0.02500708414178633,0.02631578947368421,0.8211036442744983
BFA,0.6993548387096774,0.22354968408960366,0.04411764705882353,0.5295832538861533
BDI,0.7161290322580646,0.07254451464675474,0.10681114551083591,0.48772357730591775
CPV,0.27483870967741936,0.00011487650775416428,0.11222910216718267,0.7802603164140317
KHM,0.34580645161290324,0.007466973004020678,0.32739938080495357,0.6925903174234797
CMR,0.6941935483870968,0.151751866743251,0.19427244582043343,0.49646995688714324
CAN,0.054193548387096765,0.02500708414178633,0.0037151702786377707,0.9499590613355241
CYM,0.23916701477168925,0.02500708414178633,0.003173374613003096,0.7189018199112757
CAF,0.7587096774193549,0.1662837449741528,0.3111455108359133,0.3628994755191963
TCD,0.8283870967741934,0.09373923032739805,0.11687306501547988,0.40703299509685037
CHI,0.23916701477168925,0.02500708414178633,0.08324104043531287,0.9288098625513459
CHL,0.09548387096774194,0.02500708414178633,0.01238390092879257,0.8969687270016596
CHN,0.03741935483870967,9.106557502986789e-08,0.05959752321981424,0.8439270575669237
COL,0.11741935483870967,0.007064905226881103,0.02476780185758514,0.8086335286367913
COM,0.5987096774193548,0.002871912693854107,0.02631578947368421,0.6099468444442916
COD,0.7496774193548388,0.14129810453762207,0.2530959752321981,0.5242780516129141
COG,0.6696774193548387,0.09954049396898335,0.2964396284829721,0.5944785863607377
CRI,0.06709677419354838,0.0,0.010835913312693499,0.9046620899339207
CIV,0.6670967741935484,0.2003446295232625,0.14396284829721362,0.41092583501502467
HRV,0.007741935483870969,0.02500708414178633,0.013157894736842105,0.8673052350586824
CUB,0.0864516129032258,0.02500708414178633,0.006346749226006192,0.9073647320092051
CUW,0.23916701477168925,0.02500708414178633,0.0005882352941176471,0.8796429147638886
CYP,0.03354838709677419,0.02500708414178633,0.004102167182662538,0.9167827817757805
CZE,0.04774193548387096,0.02500708414178633,0.004798761609907121,0.8867176681612802
DNK,0.06322580645161291,0.02500708414178633,0.005727554179566564,0.9207972729413979
DJI,0.5845161290322581,0.014589316484778863,0.423374613003096,0.5857119315716055
DMA,0.23916701477168925,0.02500708414178633,0.002476780185758514,0.7189018199112757
DOM,0.207741935483871,0.0001723147616312464,0.05030959752321981,0.7994889784832605
ECU,0.18838709677419355,5.743825387708214e-05,0.0456656346749226,0.8399591562407532
EGY,0.12516129032258064,0.02500708414178633,0.013157894736842105,0.7569265718247088
SLV,0.13161290322580643,3.02765836194888e-06,0.02631578947368421,0.7820479858090796
GNQ,0.6309677419354839,0.12354968408960368,0.10526315789473684,0.5056158012028806
ERI,0.5793548387096774,0.00832854681217691,0.08126934984520123,0.6185625136426267
EST,0.0167741935483871,0.02500708414178633,0.01934984520123839,0.8576421572476101
ETH,0.6141935483870968,0.033658816771970135,0.19582043343653252,0.6144009193728325
FRO,0.23916701477168925,0.02500708414178633,0.08324104043531287,0.9409430646278725
FJI,0.11741935483870967,0.02500708414178633,0.023993808049535603,0.7398518270550659
FIN,0.0,0.02500708414178633,0.005185758513931889,0.9326604265040975
FRA,0.06451612903225806,0.02500708414178633,0.00673374613003096,0.9617359374177676
PYF,0.23916701477168925,0.02500708414178633,0.02089783281733746,0.8522618935663745
GAB,0.575483870967742,0.13348650201033888,0.3506191950464396,0.6323009082430374
GMB,0.6954838709677419,0.1199310740953475,0.13622291021671826,0.5693688198362289
GEO,0.01935483870967742,0.0,0.09442724458204334,0.7923227709565842
DEU,0.04129032258064516,0.02500708414178633,0.004489164086687306,0.9320564841409059
GHA,0.5729032258064516,0.1530155083285468,0.13777089783281735,0.5921887820294367
GIB,0.23916701477168925,0.02500708414178633,0.08324104043531287,0.7189018199112757
GRC,0.024516129032258062,0.02500708414178633,0.0036377708978328174,0.9372762717084933
GRL,0.23916701477168925,0.02500708414178633,0.18111455108359134,0.7662570499486212
GRD,0.1535483870967742,0.02500708414178633,0.0017027863777089784,0.796925674538911
GUM,0.23916701477168925,0.02500708414178633,0.0456656346749226,0.8970360234364159
GTM,0.30580645161290326,0.0008041355542791499,0.01934984520123839,0.778574454445922
GIN,0.743225806451613,0.2112578977599081,0.141640866873065,0.5221465664582498
GNB,0.7716129032258066,0.05129236071223434,0.29102167182662536,0.4887714173060554
GUY,0.2438709677419355,0.023377369327972432,0.09055727554179567,0.6788191373804954
HTI,0.38193548387096776,0.0048248133256749,0.17027863777089783,0.5998730858262489
HND,0.17290322580645162,0.0014933946008041357,0.04024767801857585,0.7929702834474072
HKG,0.23916701477168925,0.02500708414178633,0.05959752321981424,0.9848583021799733
HUN,0.0064516129032258064,0.02500708414178633,0.011609907120743035,0.8333981852394771
ISL,0.04387096774193548,0.02500708414178633,0.002244582043343653,0.9660498114405675
IND,0.3445161290322581,0.010683515221137278,0.18653250773993807,0.6949651050730302
IDN,0.25806451612903225,0.014991384261918438,0.3173374613003096,0.7180598610414911
IRN,0.09161290322580645,0.0002871912693854107,0.01393188854489164,0.8251927654607095
IRQ,0.20129032258064516,0.0,0.0348297213622291,0.7245565553198269
IRL,0.04774193548387096,0.02500708414178633,0.007430340557275541,0.9375351041498601
IMN,0.23916701477168925,0.02500708414178633,0.08324104043531287,0.7189018199112757
ISR,0.10580645161290321,0.02500708414178633,0.004876160990712074,0.9536258542549033
ITA,0.04,0.02500708414178633,0.005108359133126935,0.9630300996246072
JAM,0.13161290322580643,0.02500708414178633,0.0037151702786377707,0.8374079311436682
JPN,0.14838709677419354,0.02500708414178633,0.015479876160990712,0.9701652472583171
JOR,0.13161290322580643,0.02500708414178633,0.004721362229102167,0.8110307484312601
KAZ,0.07612903225806453,0.02500708414178633,0.1044891640866873,0.7294251935419582
KEN,0.6929032258064517,0.09534750143595634,0.22058823529411764,0.6406473917023505
KIR,0.3509677419354839,0.02500708414178633,0.3173374613003096,0.6661531718621536
PRK,0.13548387096774195,0.0005743825387708214,0.3591331269349845,0.7433848898797374
KOR,0.10709677419354838,0.0004595060310166571,0.07739938080495357,0.9414391601404942
XKX,0.23916701477168925,0.02500708414178633,0.08324104043531287,0.7500972778592147
KWT,0.09935483870967741,0.02500708414178633,0.018575851393188854,0.8226644038959466
KGZ,0.11354838709677419,0.0,0.10913312693498452,0.7404342000481441
LAO,0.43354838709677423,0.012004595060310166,0.16486068111455107,0.6544384155658375
LVA,0.018064516129032256,0.02500708414178633,0.03869969040247678,0.8107072078795508
LBN,0.02709677419354839,0.02500708414178633,0.009287925696594427,0.9024835835524071
LSO,0.8064516129032258,0.02500708414178633,0.8157894736842105,0.4178034443695744
LBR,0.743225806451613,0.14141298104537622,0.23142414860681115,0.5728751366419601
LBY,0.10193548387096775,0.02500708414178633,0.030959752321981424,0.7772388790484626
LIE,0.23916701477168925,0.02500708414178633,0.08324104043531287,0.956041623707672
LTU,0.025806451612903226,0.02500708414178633,0.05417956656346749,0.8104915141784109
LUX,0.04774193548387096,0.02500708414178633,0.0042569659442724455,0.9418058394324329
MAC,0.23916701477168925,0.02500708414178633,0.06191950464396285,0.9740572244016868
MKD,0.0,0.02500708414178633,0.01393188854489164,0.8322899510030192
MDG,0.5858064516129032,0.05985066053991959,0.18421052631578946,0.6379037678238499
MWI,0.7625806451612903,0.10844342331993108,0.24148606811145512,0.545081277700463
MYS,0.23870967741935484,0.0010913268236645605,0.06191950464396285,0.826816939030294
MDV,0.12129032258064516,0.02500708414178633,0.02476780185758514,0.8590049100514124
MLI,0.7548387096774194,0.25766800689259045,0.047987616099071206,0.49409473785019026
MLT,0.06580645161290322,0.02500708414178633,0.006424148606811146,0.9375351041498601
MHL,0.23916701477168925,0.02500708414178633,0.2561919504643963,0.6632589937802565
MRT,0.6606451612903226,0.04261918437679495,0.09907120743034056,0.6096806784170848
MUS,0.07870967741935483,0.02500708414178633,0.016253869969040248,0.8052458433666857
MEX,0.11354838709677419,0.00011487650775416428,0.016253869969040248,0.8569510746291578
FSM,0.2219354838709678,0.02500708414178633,0.13854489164086686,0.7234509094077824
MDA,0.03612903225806452,0.02500708414178633,0.12538699690402477,0.7477475106789954
MCO,0.23916701477168925,0.02500708414178633,0.0017801857585139317,0.7189018199112757
MNG,0.11483870967741935,0.02500708414178633,0.33126934984520123,0.7098906778045151
MNE,0.0025806451612903247,0.02500708414178633,0.015479876160990712,0.8469213175261485
MAR,0.18064516129032257,0.02500708414178633,0.0781733746130031,0.823877465271157
MOZ,0.7470967741935484,0.17099368179207353,0.4241486068111455,0.4854803628140616
MMR,0.28903225806451616,0.006777713957495692,0.29411764705882354,0.6666458162755575
NAM,0.6270967741935484,0.0080413555427915,0.46671826625387,0.5600543030461992
NRU,0.23916701477168925,0.02500708414178633,0.04411764705882353,0.7189018199112757
NPL,0.28903225806451616,0.0018954623779437105,0.12538699690402477,0.7178540892506031
NLD,0.0567741935483871,0.02500708414178633,0.005185758513931889,0.9456451873127244
NCL,0.23916701477168925,0.02500708414178633,0.018575851393188854,0.8664424602541222
NZL,0.03870967741935485,0.02500708414178633,0.006191950464396285,0.9403391222646807
NIC,0.1432258064516129,0.0016657093624353819,0.04489164086687306,0.8165749393253632
NER,0.8025806451612904,0.20476737507179782,0.08436532507739938,0.5270216754914144
NGA,0.8270967741935483,0.21872487076392877,0.26238390092879255,0.41618487883622085
MNP,0.23916701477168925,0.02500708414178633,0.05495356037151703,0.7189018199112757
NOR,0.07225806451612903,0.02500708414178633,0.005727554179566564,0.9472413207011599
OMN,0.1406451612903226,0.02500708414178633,0.009287925696594427,0.8573328524801762
PAK,0.4309677419354839,0.004939689833429063,0.21362229102167182,0.6666721309070958
PLW,0.23916701477168925,0.02500708414178633,0.05185758513931889,0.7320652844439111
PAN,0.18967741935483873,0.0021252153934520394,0.04256965944272446,0.8720914782869775
PNG,0.42322580645161295,0.07018954623779437,0.33436532507739936,0.6554176649690141
PRY,0.17419354838709677,0.0,0.033281733746130034,0.7914207398984168
PER,0.2645161290322581,0.012176909821941412,0.10139318885448917,0.8156051804450374
PHL,0.3070967741935484,0.00022975301550832856,0.24922600619195046,0.7205550057762784
POL,0.03225806451612903,0.02500708414178633,0.018575851393188854,0.8658816566311578
PRT,0.10967741935483871,0.02500708414178633,0.02089783281733746,0.9326604265040975
PRI,0.23916701477168925,0.02500708414178633,0.001238390092879257,0.9008322325764784
QAT,0.06322580645161291,0.02500708414178633,0.025541795665634675,0.8855015870742542
ROU,0.03483870967741935,0.02500708414178633,0.07507739938080496,0.8254606570375252
RUS,0.059354838709677414,0.02500708414178633,0.07043343653250773,0.7418750339717581
RWA,0.5019354838709678,0.17306145893164848,0.06346749226006192,0.6419031604303874
WSM,0.13419354838709677,0.02500708414178633,0.009287925696594427,0.8113598970192002
SMR,0.23916701477168925,0.02500708414178633,0.001934984520123839,0.9831119675414705
STP,0.5109677419354839,0.010224009190120622,0.07275541795665634,0.6756713035060584
SAU,0.1367741935483871,5.743825387708214e-05,0.01238390092879257,0.8158010303256725
SEN,0.5922580645161291,0.056059735784032165,0.10526315789473684,0.6539608697115136
SRB,0.012903225806451613,0.02500708414178633,0.021671826625386997,0.8277038715293813
SYC,0.15483870967741936,0.02500708414178633,0.020123839009287926,0.7956517875399801
SLE,0.7483870967741936,0.17392303273980472,0.24458204334365324,0.37647049180752135
SGP,0.25032258064516133,0.02500708414178633,0.02786377708978328,0.9551788489031116
SXM,0.23916701477168925,0.02500708414178633,0.005263157894736842,0.8014755174707592
