CountryCode,AG.LND.IRIG.AG.ZS,AG.LND.AGRI.ZS,NV.AGR.TOTL.KD.ZG,AG.LND.ARBL.ZS,ER.FSH.CAPT.MT,AG.PRD.CREL.MT,AG.YLD.CREL.KG,AG.PRD.CROP.XD,TX.VAL.FOOD.ZS.UN,TM.VAL.FOOD.ZS.UN,AG.PRD.FOOD.XD,AG.LND.FRST.ZS,AG.LND.EL5M.ZS,AG.LND.CREL.HA,ER.FSH.PROD.MT
ARB,0.054447649184239826,0.44047031093061007,0.40689635087612747,0.05904020026507718,0.028248206289431373,0.018689441065279342,0.019716859337250748,0.17818980560203515,0.02260880641538453,0.23701772152792225,0.0856683178472133,0.03492881706422345,0.010447454202374383,0.04788048190343662,0.016359350491866743
CSS,0.054447649184239826,0.06547149567520986,0.32696242469697684,0.024943885488228422,0.002997587845335695,0.0002329019750180935,0.0482063732022187,0.17020206622625994,0.13015094955811138,0.2537679999155798,0.0835659965750021,0.8643209445806601,0.07158158328336953,0.0002501705398536279,0.0015109882658163834
CEB,0.054447649184239826,0.5448293992369689,0.3436955388424542,0.47585914099471865,0.006396753774537137,0.031256723949225504,0.049601796242617846,0.1743363751060537,0.06519847790067303,0.10391286138774689,0.08412286484797381,0.33557446383501255,0.025359039980778226,0.03264571953974237,0.003535496662584208
EAR,0.054447649184239826,0.4502782585164666,0.4290145732208013,0.1780933088559483,0.3376897030676101,0.23852257385727155,0.03649463999923431,0.1820470296621769,0.0959404436484548,0.140976970482423,0.08686396695345354,0.2296664064855983,0.019530889553451825,0.33655407017960387,0.20937296560364524
EAS,0.054447649184239826,0.5504449830668013,0.4182427827757515,0.13420445404252715,0.4113416275039161,0.24684619050600576,0.05768420336250984,0.18147335212825247,0.042773805821086745,0.08794856513102475,0.08688276665271782,0.2638206315283938,0.026348623858628246,0.2222168486894893,0.43795222966045705
EAP,0.054447649184239826,0.5218398201573013,0.4223703678858937,0.15683241732152745,0.32584841891239164,0.22499975307005537,0.06125376246237186,0.18069111114749828,0.05497033648303344,0.07252392123789507,0.08665042672065783,0.29536837760713847,0.03353735656292698,0.19090866240903315,0.383456800937527
TEA,0.054447649184239826,0.5240115342419434,0.42237058707988556,0.15597534407123653,0.32365783595932723,0.22335157840173372,0.06142241254074079,0.1806740265220826,0.05497033648303344,0.07252392123789507,0.08664295974009405,0.29359748590316004,0.03354694008991044,0.1889969659142487,0.3798733221186622
EMU,0.054447649184239826,0.5074793638833408,0.3221190596045964,0.3444082817865047,0.040229560422406135,0.06266250385680909,0.06967943462266692,0.17811402586205033,0.08034428828455735,0.14570369498392235,0.08593064191475577,0.3744281045234144,0.05082057751711279,0.04681693828273569,0.02389317892321581
ECS,0.054447649184239826,0.3249757461451399,0.3642675426807052,0.17090761815909916,0.15707889403657804,0.17171293307033417,0.04195574832798682,0.1794556160441731,0.07253428141241887,0.14668745366934993,0.08613127580361547,0.37991586573594943,0.022982133147320522,0.21137712520911178,0.08582416548977904
ECA,0.054447649184239826,0.30731722300240444,0.40329785210065444,0.1465271703425218,0.04252383786220873,0.07765372040460793,0.028699837644854495,0.18103079553370896,0.051074745831475636,0.1771121922661341,0.08660517275634477,0.3892073905386857,0.014272682160613066,0.13846963639422882,0.02173982465324392
