CountryCode,EN.ATM.CO2E.KT,EN.ATM.METH.EG.ZS,EN.ATM.HFCG.KT.CE,EN.ATM.METH.KT.CE,EN.ATM.NOXE.KT.CE,EN.ATM.GHGO.KT.CE,EN.ATM.PFCG.KT.CE,EN.ATM.PM25.MC.M3,EN.ATM.SF6G.KT.CE,EN.ATM.GHGT.KT.CE
ARB,0.028937699537057285,0.5699987766214428,0.027913119575773384,0.04227998761826878,0.03476884602608935,0.05499153082330027,0.0348586166834911,0.3748347638993191,0.05047445649321009,0.03456948540299508
CSS,0.001175748470395583,0.5132188008600352,0.027913119575773384,0.001161017971136533,0.0013946587799159808,0.00014950580238497774,0.0348586166834911,0.1390472599125682,0.032428922427598386,0.0009564161841704286
CEB,0.019817455080411477,0.5116461525158181,0.016346943534186593,0.01923472045228437,0.0250895062059266,0.000704258973242016,0.008776135072176677,0.15163723487427505,0.0022219656311365217,0.018274394060806352
EAR,0.11723826658937254,0.26424765776694925,0.05821791726426221,0.24657819515098386,0.23738156448515582,0.10879140576092565,0.10390688852551011,0.3495654371241698,0.14276745828009088,0.14306553443351674
EAS,0.18117931060298523,0.30292815547025703,0.35218536587938537,0.22734274603991494,0.24521015313835595,0.12171437775269976,0.29460993735870294,0.2773314677748434,0.44332705057243416,0.1917328880928089
EAP,0.11614476297085698,0.31892763138748,0.27732986983365476,0.19620338030103748,0.19810730218664033,0.04473132380777634,0.12702316404529837,0.30025084625044385,0.3581623266795584,0.12859102008027848
TEA,0.11422120999020173,0.3158848369726943,0.2712046517559901,0.19404056709046727,0.19701572332433012,0.04425718584787245,0.1267826351793748,0.30142727054011437,0.3574841166939992,0.12676273526438417
EMU,0.07296966747535946,0.24866243391734694,0.09929458787544707,0.044042720669119656,0.07517123849359779,0.00991995721248021,0.049614992442526,0.0776021246980681,0.05545676130583865,0.06434952272369703
ECS,0.18144637414716094,0.49226080273946793,0.18519931013854884,0.17202401211529694,0.18082539201797587,0.08720961338116094,0.3719425075353648,0.11247905358458186,0.13725953789147383,0.17650811870245833
ECA,0.07506072341317506,0.6181359460851623,0.05381057311689696,0.10021061140665162,0.07295561249165912,0.07454899836293608,0.3091531382547111,0.14352954902860018,0.08338148849233765,0.08270147877770581
TEC,0.08334163237003599,0.6228507273364475,0.05623202424148977,0.1092938277038594,0.08239016245813897,0.07472975946355334,0.3090815171816843,0.14621660032123343,0.08279551411231183,0.09003697603048695
EUU,0.10825034076614318,0.31047382748035446,0.12979394062230873,0.07434192122242313,0.111849739597744,0.011939920504539289,0.06837961733979052,0.09114360223181031,0.06177194711028788,0.09567350943106609
FCS,0.00716182209043245,0.19476448179069472,0.027913119575773384,0.04876032834295129,0.07692296434157048,0.27050971250837297,0.0348586166834911,0.30905141901899774,0.032428922427598386,0.056235101787007066
HPC,0.0021323188363590907,0.13800078301017155,0.027913119575773384,0.06009160148512409,0.10497799670117959,0.39749276939561734,0.0348586166834911,0.31814653960022327,0.032428922427598386,0.07426440408309937
HIC,0.3636095111283305,0.37892437212764046,0.6266735798322157,0.20339523134150173,0.2811724371396901,0.12700710218186126,0.40238143778968727,0.09403111406220156,0.44441151467933243,0.31616903126021684
IBD,0.29083509831096044,0.35315469710030306,0.36823957110257993,0.4938815973831999,0.47169020765944686,0.20402770244219554,0.6111195244639434,0.3051467604123342,0.5519194555574252,0.33089480381492387
IBT,0.3057594617149167,0.32302115372953855,0.3867262636780415,0.6156470439013898,0.6227244389616801,0.6333743909620939,0.6563249396956763,0.31944359176441417,0.5853443447748924,0.4304135242534145
IDB,0.009628981889140688,0.357609669279721,0.027913119575773384,0.03844782437584807,0.029822829746820247,0.04134767925551189,0.0348586166834911,0.44703122935721634,0.01135026584390779,0.020373405716422304
IDX,0.005150525944118064,0.1284373995464631,0.027913119575773384,0.08331762214234174,0.12121140155541303,0.3879990092643866,0.0348586166834911,0.3344640872056461,0.032428922427598386,0.0791452599689989
IDA,0.014853726154611484,0.20079926763358552,0.027913119575773384,0.12176544651818981,0.15103423130223328,0.42934668851989843,0.0348586166834911,0.3719326661019002,0.032428922427598386,0.09951869306195542
LTE,0.19265370206300425,0.402475508172183,0.3256739820928356,0.3063806857106912,0.27844307054986156,0.14444855855186517,0.5421301206966985,0.2763410035672364,0.4560772133458883,0.21590823656884994
LCN,0.03755559000065467,0.1661840303638909,0.022818920577886582,0.10321355127429126,0.1189180550524004,0.08333176583614252,0.10026072138303302,0.14993946662076724,0.019246368678574707,0.0593374334815226
LAC,0.03439168284035341,0.16408263048543423,0.021320839695398466,0.09781889377460198,0.11402969859048732,0.08304634827299386,0.09334408395843617,0.15069704273968118,0.01869827537313799,0.05648319969370969
TLA,0.03611821776947923,0.16746969736150094,0.022123340617174407,0.10158424216143364,0.11646254438590975,0.08319464951390278,0.09706329351850766,0.1500821448971497,0.01863258020134342,0.0583330066024194
LDC,0.003071620755636227,0.12868865767843163,0.027913119575773384,0.07865278183658037,0.11285940124020631,0.3752465773497652,0.0348586166834911,0.343507665083285,0.032428922427598386,0.07483308135158567
LMY,0.29767607702650184,0.31899221712392195,0.3883577736808109,0.6044652054264714,0.6107442458402873,0.6334605700814866,0.6506218611587726,0.32027580398320027,0.5851746857299532,0.4225462502422701
LIC,0.0033422373921872203,0.14841591947044863,0.027913119575773384,0.04553079128947316,0.07274675650091933,0.27721146874432917,0.0348586166834911,0.30249257586774997,0.032428922427598386,0.05348584225927971
LMC,0.0690115053896736,0.23265577080729832,0.027913119575773384,0.211912059655148,0.21495128538407776,0.18121756656674734,0.0348586166834911,0.3671201211828715,0.08250070524415978,0.11908818660305591
MEA,0.04076093767234274,0.6916745662361279,0.027913119575773384,0.04207399756474307,0.027050594227883466,0.0015165869970294823,0.0348586166834911,0.3629081892049459,0.07124900630053572,0.033713830000857786
MNA,0.024140032890921655,0.611545491420007,0.027913119575773384,0.02923478950376421,0.02321190483570148,0.0008953756509196024,0.0348586166834911,0.34099710824905116,0.039542222126372525,0.021767836827228708
TMN,0.02411811508047845,0.611545491420007,0.027913119575773384,0.02923478950376421,0.02321190483570148,0.0008953756509196024,0.0348586166834911,0.34348916004475566,0.03927699215012345,0.021767836827228708
MIC,0.2942955201026245,0.3330146024216578,0.3777000128757042,0.5594280467166068,0.5391972746210092,0.3563079978361425,0.6383108685270461,0.32191194719138405,0.5785987661353074,0.3695706352720021
NAC,0.17235405097453585,0.43446069379117563,0.3866650390781514,0.08220614491147035,0.11746816986740312,0.036456804309454444,0.13451099842059433,0.05376872860240635,0.2588344695375141,0.14442029636149004
INX,0.021630798315625067,0.24522666760125839,0.027913119575773384,0.0312983078116633,0.03424269734227943,0.03412922799820979,0.0348586166834911,0.19341690329553335,0.032428922427598386,0.026562473220441103
