CountryCode,ER.H2O.FWTL.ZS,SH.H2O.SAFE.ZS,SH.H2O.BASW.ZS,ER.H2O.INTR.PC,ER.GDP.FWTL.M3.KD
ARB,0.025260808077620663,0.8632685354449885,0.8374966427649675,0.000548577171499592,0.006410400988074026
CSS,0.00010483082636458512,0.9482270969774551,0.9392706920998217,0.09786871185389434,0.0100533199590523
CEB,0.0015639257323527037,0.990697115193924,0.9869744236118326,0.004560915771188267,0.02678190535683712
EAR,0.0016867156106291977,0.893113239253765,0.8466107962756514,0.007393305724195322,0.003233161674474198
EAS,0.001265756144544583,0.9258221012723825,0.9195832896652956,0.008537254433666265,0.011092760138028993
EAP,0.0012837205784272264,0.9199019099827281,0.9118113019787494,0.008197384990476491,0.006675618605103671
TEA,0.001282481134371874,0.9189356851336786,0.9107575555662105,0.008237203761003772,0.006675618605103671
EMU,0.002275600399686853,0.9992300207014713,0.9988658323734888,0.0056241377290396,0.04151834732360722
ECS,0.000826635193342387,0.9825291463568008,0.9764300398068494,0.014819337363364575,0.02768406258016085
ECA,0.0006165851623328258,0.9623432771862592,0.949631014438062,0.02334629645673671,0.008333401610146219
TEC,0.0006351707475411895,0.964008650033409,0.9519068853529676,0.021591442440947788,0.009218523132132402
EUU,0.0018392891202527546,0.9978854575155599,0.9971430086711268,0.005586440684593373,0.04697657950434326
FCS,0.0005587501066084757,0.6143719485097051,0.5331439920474217,0.015567992099574726,0.0019650658311094397
HPC,0.0003112702683613305,0.5944915542146083,0.44445689966365154,0.010915339216634993,0.0030775199300090775
HIC,0.0010954339734468338,0.9946794114437212,0.9933484230807782,0.01647762338462064,0.03199195950002363
IBD,0.0010537260657156777,0.9318674016311717,0.9039275170428167,0.011028905509093379,0.005971483534065256
IBT,0.0010074097874601977,0.8729201079858238,0.8309967499157336,0.010431053845921917,0.005328420138770603
IDB,0.001768069395865377,0.7360673838187443,0.6876511564530337,0.006318350718805646,0.0017861073056229255
IDX,0.0005144603532825653,0.6585237121248226,0.5633357733492387,0.009723871772645313,0.0021563319922036223
IDA,0.0008231491899032461,0.6837979181727971,0.6027645236921197,0.008592162524956724,0.0019523809070300826
LTE,0.000656555191925645,0.9474983218858409,0.9404882235482652,0.0154300310673723,0.01002529717958358
LCN,0.00026380296304029784,0.9372270650768364,0.950131214846412,0.04194181192541447,0.011547695522211398
LAC,0.0002462184593130174,0.9352791718425968,0.9482621218996503,0.04069524584869024,0.012488002932799868
TLA,0.0002556117564314759,0.9371400733850449,0.9501720815645116,0.042877780354689796,0.011661420745327498
LDC,0.0004757161750078582,0.6308906343541347,0.5319223809096985,0.009330705627294754,0.002410851142470833
LMY,0.0010250563626395535,0.8722197253333432,0.8303862238126974,0.010176878389399657,0.005234316753317595
LIC,0.00037068544355435475,0.5975939323828997,0.43719059916959774,0.008743179835508598,0.002305331654285203
LMC,0.0020090494134482138,0.8678850713496037,0.8173590444518358,0.005717556589239703,0.002032902500216251
MEA,0.015487316121274686,0.9251765587844112,0.9114455053502446,0.0010363511727467746,0.0063864881817702595
MNA,0.014245318658591357,0.9159411381925519,0.8981779079295458,0.0011832684324597103,0.002976382206794399
TMN,0.014275855172988178,0.920838647524174,0.8987286182668366,0.0011932180880283199,0.0029542475987637006
MIC,0.0010869494340735176,0.9033189751328952,0.8755788866915925,0.01033952888012921,0.005319504224407292
