CountryCode,SN.ITK.DFCT,NY.GDP.MKTP.KD.ZG,SH.XPD.TOTL.ZS,AG.PRD.LVSK.XD,SI.POV.NAGP
ARB,0.12750272981957517,0.6230554136959012,0.15918547063533908,0.041370587655849396,0.05728745875268106
CSS,0.12147528079320823,0.5253985175771786,0.2099463412845439,0.05389929505522633,0.05728745875268106
CEB,0.1511339024793355,0.547718102628015,0.24716771291581385,0.07373223551268837,0.05728745875268106
EAR,0.22601533177877567,0.5625114617227146,0.20628987579429345,0.04443362938680418,0.05728745875268106
EAS,0.23791864188238013,0.5599036995077191,0.27149688463080907,0.034378051713285694,0.05728745875268106
EAP,0.2461128050869555,0.5590846743996922,0.15840751394284383,0.027952138232986045,0.05728745875268106
TEA,0.2428285385563236,0.5590846743996922,0.15842950249886242,0.027762938969548057,0.05728745875268106
EMU,0.1511339024793355,0.5438376297026294,0.38514487358133653,0.07420142353752313,0.05728745875268106
ECS,0.1511339024793355,0.5334179676725451,0.3535894001623871,0.07333147842437869,0.05728745875268106
ECA,0.1511339024793355,0.5025525531127438,0.21472359473780936,0.06875793427447606,0.05728745875268106
TEC,0.1511339024793355,0.5025525531127438,0.21662869220593528,0.06887623272244282,0.05728745875268106
EUU,0.1511339024793355,0.5388142847385274,0.36135154128225566,0.0778949053062931,0.05728745875268106
FCS,0.4723169192179623,0.6395770430537124,0.18560272824020305,0.040795765066381516,0.05728745875268106
HPC,0.46831982581801196,0.505241940619326,0.17581897427723828,0.044642228033993446,0.05728745875268106
HIC,0.1511339024793355,0.5411945109883596,0.43041015643721797,0.06549512835192609,0.05728745875268106
IBD,0.19543893403888013,0.530796339039863,0.2144579601320255,0.03750971390896167,0.05728745875268106
IBT,0.23203588343082876,0.5318667966287999,0.2096304075615028,0.038083481874364805,0.05728745875268106
IDB,0.23087393614737156,0.5713103578229192,0.12878680592191571,0.04272082209921083,0.05728745875268106
IDX,0.4453528867139092,0.5193430652749349,0.1527330013620643,0.04118503390920383,0.05728745875268106
IDA,0.3687976898856867,0.5470337939440718,0.14262864332366632,0.04185419494589043,0.05728745875268106
LTE,0.2181024396193733,0.5171435617979216,0.21077672427610067,0.033240418604094435,0.05728745875268106
LCN,0.1559324838710024,0.5181541633537764,0.26454524523023654,0.040293758647266566,0.05728745875268106
LAC,0.15968144693184197,0.5171154348105965,0.2643945159752203,0.03995961310413925,0.05728745875268106
TLA,0.15715564215719383,0.5183112505811176,0.26497377355722773,0.039548884962338965,0.05728745875268106
LDC,0.4724841408422568,0.5181469991569121,0.13338875091180274,0.041636018427579614,0.05728745875268106
LMY,0.23376631745580653,0.5315664209625548,0.20824651432227062,0.03710662104143064,0.05728745875268106
LIC,0.51005909724406,0.5175293290970364,0.17300122412605734,0.0505236820150724,0.05728745875268106
LMC,0.23639498933231334,0.5445903513886579,0.15324308430890385,0.04007180827676356,0.05728745875268106
MEA,0.09046297595208219,0.6223365442797549,0.18246230654676343,0.04077461219061977,0.05728745875268106
MNA,0.09706309722666798,0.6207106196147422,0.1964800702799349,0.04107245216138847,0.05728745875268106
TMN,0.09706309722666798,0.6207106196147422,0.1964800702799349,0.04107245216138847,0.05728745875268106
MIC,0.21129067608026542,0.5317796732454315,0.20883747379456336,0.03652636177374051,0.05728745875268106
NAC,0.1511339024793355,0.528599375156894,0.568859345818118,0.056529982535422865,0.05728745875268106
INX,0.1511339024793355,0.5218509419517875,0.21385127170046417,0.05504626838334331,0.05728745875268106
OED,0.1511339024793355,0.5405491072568047,0.42828401900660257,0.0644042188636943,0.05728745875268106
OSS,0.2893815683912072,0.5631103842428081,0.1847201470601686,0.06126339314605095,0.05728745875268106
PSS,0.08512845713499897,0.5486769880296839,0.21522682326531206,0.06741553505126585,0.05728745875268106
PST,0.1511339024793355,0.5386475997884526,0.438062986709586,0.06605790209981745,0.05728745875268106
PRE,0.3156596813211746,0.5996471459511618,0.1446594723738311,0.04565547251918706,0.05728745875268106
SST,0.228927257205363,0.5515523895790624,0.19195743730808262,0.05980304172951582,0.05728745875268106
SAS,0.23076160399958903,0.5591077325130313,0.14970741760484702,0.04211993404957042,0.05728745875268106
TSA,0.23076160399958903,0.5591077325130313,0.14970741760484702,0.04211993404957042,0.05728745875268106
SSF,0.3574815740717414,0.534202604242145,0.2254757235521591,0.04747969489358189,0.05728745875268106
SSA,0.3574815740717414,0.5341723638297882,0.22554841708159235,0.047475393828112875,0.05728745875268106
TSS,0.3574815740717414,0.5342026042421446,0.2254757235521591,0.04747969489358189,0.05728745875268106
UMC,0.18390389073404112,0.5280851154028978,0.2252781136648492,0.03507941728167997,0.05728745875268106
WLD,0.22882607339290922,0.5390669558672444,0.39043919783980585,0.048542638235698175,0.05728745875268106
AFG,0.5273972602739726,0.6067695301787417,0.34609565076861865,0.05103240714091884,0.147005444646098
ALB,0.1511339024793355,0.43488126200502203,0.2603071075409516,0.04039997039692786,0.06715063520871144
DZA,0.10445205479452055,0.5208269330277648,0.12931480518393312,0.04991406886003503,0.05728745875268106
ASM,0.1511339024793355,0.510873531314771,0.21385127170046417,0.07406524188176862,0.05728745875268106
AND,0.1511339024793355,0.5455229795958585,0.2378348062598358,0.05504626838334331,0.05728745875268106
AGO,0.672945205479452,0.5117151786926889,0.0960934839464811,0.05080216102426629,0.05728745875268106
ATG,0.1511339024793355,0.5391468936639273,0.15942532871671797,0.0633999128353987,0.05728745875268106
ARG,0.010273972602739725,0.4943286421628057,0.40028525160091477,0.06154149775098882,0.05728745875268106
ARM,0.22602739726027396,0.5630723116942887,0.2601887101448361,0.053474660592554825,0.14156079854809436
ABW,0.1511339024793355,0.5111792772826571,0.21385127170046417,0.05504626838334331,0.05728745875268106
AUS,0.1511339024793355,0.5434472721337905,0.34657099767092514,0.06381106661513539,0.05728745875268106
AUT,0.1511339024793355,0.5501969257808612,0.4406112711200348,0.07005238099153845,0.05728745875268106
AZE,0.3184931506849315,0.6061460298341786,0.18526265790930546,0.058992344316621294,0.05728745875268106
BHS,0.1511339024793355,0.5009778181156122,0.21070221404172249,0.045884761818615394,0.05728745875268106
BHR,0.1511339024793355,0.5509619450438622,0.13025902692705563,0.10934223618317722,0.05728745875268106
BGD,0.3219178082191781,0.5607716625827646,0.0742932663185728,0.03983257818089122,0.22686025408348456
BRB,0.04965753424657534,0.4868649932816305,0.20819206066446022,0.07329227277586361,0.05728745875268106
BLR,0.1511339024793355,0.5622439708464134,0.254288296290424,0.06042315947010501,0.05728745875268106
BEL,0.1511339024793355,0.5401885876484932,0.3485807467438889,0.0816469175801133,0.05728745875268106
BLZ,0.0702054794520548,0.6022410390361418,0.15237640018560003,0.0356141404007927,0.05728745875268106
BEN,0.2791095890410959,0.5885531892772411,0.1695413714962879,0.05068703796594001,0.17241379310344826
BMU,0.1511339024793355,0.5143593446999859,0.21385127170046417,0.09979524541769111,0.05728745875268106
BTN,0.1511339024793355,0.6042941532308991,0.2913788881954469,0.07327582662467415,0.041742286751361164
BOL,0.4212328767123288,0.5526003262391633,0.2325577289516441,0.04616434638883635,0.7241379310344829
BIH,0.1511339024793355,0.5597589518949864,0.2997089724475513,0.0557688986834856,0.05728745875268106
BWA,0.4315068493150685,0.5703022524689852,0.18398299344672694,0.07348962659013723,0.05728745875268106
BRA,0.1643835616438356,0.48850211969524426,0.2968434422499492,0.029677079821394798,0.05728745875268106
VGB,0.1511339024793355,0.5218509419517875,0.21385127170046417,0.06737988142324991,0.05728745875268106
BRN,0.030821917808219176,0.5232243167541263,0.10871661237173123,0.009275629270859885,0.05728745875268106
BGR,0.1511339024793355,0.4386772422496087,0.2514812622424741,0.19862016791520362,0.05728745875268106
BFA,0.3065068493150685,0.5092058984941185,0.20364471621903554,0.03776858620661299,0.17059891107078037
BDI,0.1511339024793355,0.5431906579507335,0.1998238541664639,0.08402338642699142,0.4500907441016334
CPV,0.2089041095890411,0.5199337438083678,0.19194531159832126,0.03443001751515102,0.05728745875268106
KHM,0.4143835616438356,0.5868247494253679,0.24180952499297206,0.03682293251321859,0.07985480943738657
CMR,0.3972602739726027,0.46362421348005084,0.17619427339652644,0.0536391221044495,0.2558983666061706
CAN,0.1511339024793355,0.5154787126757081,0.3745222254236884,0.04873816904998807,0.05728745875268106
CYM,0.1511339024793355,0.5218509419517875,0.21385127170046417,0.14907613745693163,0.05728745875268106
CAF,0.5804794520547946,0.49641134912000906,0.16465619831795447,0.039043162923796754,0.05728745875268106
TCD,0.5154109589041096,0.4795882077359962,0.26128552076216877,0.053861145145507314,0.352087114337568
CHI,0.1511339024793355,0.5624646530114582,0.21385127170046417,0.05504626838334331,0.05728745875268106
CHL,0.05650684931506849,0.5418134860555693,0.26691390730586184,0.038286639969081236,0.05728745875268106
CHN,0.2226027397260274,0.5465644219525834,0.18176396969026662,0.02572178046032777,0.05728745875268106
COL,0.11815068493150685,0.5642488744307923,0.24376600820926486,0.04956047660946146,0.2686025408348457
COM,0.1511339024793355,0.5563742869666283,0.13246676730164444,0.06889292733268096,0.05728745875268106
COD,0.1511339024793355,0.45979220061044584,0.032606589015537896,0.07447639566150531,0.05728745875268106
COG,0.5051369863013698,0.5224836394747289,0.06474230537740852,0.03507141741154026,0.2976406533575317
CRI,0.059931506849315065,0.5465462307532438,0.30140551748795236,0.051188645577218785,0.13793103448275862
CIV,0.1541095890410959,0.5051223443304771,0.2482440801510245,0.05916502890411071,0.29038112522686027
HRV,0.1511339024793355,0.545407911304607,0.326997775167437,0.05626228321916963,0.05728745875268106
CUB,0.10273972602739725,0.48977603340473697,0.2512997836688711,0.1452688534565698,0.05728745875268106
CUW,0.1511339024793355,0.5218509419517875,0.21385127170046417,0.05504626838334331,0.05728745875268106
CYP,0.1511339024793355,0.5755305540222149,0.2372423965193351,0.05016076112787704,0.05728745875268106
CZE,0.1511339024793355,0.5497702846404265,0.2630424077987403,0.07649104918221512,0.05728745875268106
DNK,0.1511339024793355,0.526420256140208,0.37596745933644143,0.06005312106834197,0.05728745875268106
DJI,0.8082191780821918,0.5176478716207265,0.2365300687725581,0.07184501147119045,0.05728745875268106
DMA,0.1511339024793355,0.5577286705991379,0.1855465613179363,0.06857222738448633,0.05728745875268106
DOM,0.3955479452054795,0.4690199036235318,0.2435569195780077,0.041131824124859176,0.05728745875268106
ECU,0.18664383561643835,0.5446824328358292,0.12408951904354219,0.03217689480219391,0.22504537205081668
EGY,0.030821917808219176,0.5614301198259763,0.22692028644538406,0.03449580211990889,0.05728745875268106
SLV,0.14897260273972604,0.5542219898829953,0.3509364450435619,0.04410035441455813,0.05728745875268106
GNQ,0.1511339024793355,0.49963329641174253,0.09351798078528975,0.0518958300783659,0.05728745875268106
ERI,0.1511339024793355,0.4881738496626149,0.17407967134111446,0.06469093570377192,0.05728745875268106
EST,0.1511339024793355,0.6017398835334355,0.21417881127946278,0.061360590087904676,0.05728745875268106
ETH,0.833904109589041,0.5367845153433788,0.17074785020377273,0.045399600358526096,0.13611615245009073
FRO,0.1511339024793355,0.5218509419517875,0.21385127170046417,0.07273310363542171,0.05728745875268106
FJI,0.053082191780821915,0.5622439933667137,0.1472916994727736,0.06845710432616006,0.05728745875268106
FIN,0.1511339024793355,0.5197979921586969,0.30590000747466056,0.08107952536407667,0.05728745875268106
FRA,0.1511339024793355,0.5383381341958159,0.42688130040581246,0.07424614954485276,0.05728745875268106
PYF,0.1511339024793355,0.5324237012134757,0.21385127170046417,0.06816107360474964,0.05728745875268106
GAB,0.053082191780821915,0.557209623917909,0.10091840791805608,0.06401664350500375,0.176043557168784
GMB,0.17636986301369864,0.543679853101826,0.1352022753887795,0.05536596797934363,0.5009074410163339
GEO,0.15753424657534246,0.3917032849339928,0.29265811711588724,0.07098981160933812,0.05728745875268106
DEU,0.1511339024793355,0.5577295636101539,0.4424375054598995,0.0869754705655009,0.05728745875268106
GHA,0.2191780821917808,0.5417741598322358,0.10607543419025328,0.05767665222146386,0.19419237749546278
GIB,0.1511339024793355,0.5218509419517875,0.21385127170046417,0.05504626838334331,0.05728745875268106
GRC,0.1511339024793355,0.5142002014046009,0.32404229936389717,0.07461618794661579,0.05728745875268106
GRL,0.1511339024793355,0.4171225219890294,0.21385127170046417,0.08005986399032965,0.05728745875268106
GRD,0.1511339024793355,0.547438305038945,0.2777612400113429,0.06400019735381426,0.05728745875268106
GUM,0.1511339024793355,0.5434858754223117,0.21385127170046417,0.031091448823689034,0.05728745875268106
GTM,0.2345890410958904,0.5398999996989166,0.21276839706699713,0.041830785550411566,0.05728745875268106
GIN,0.3458904109589041,0.5500181796756588,0.12775951261334956,0.028090026231611148,0.3284936479128856
GNB,0.3458904109589041,0.5647289932863858,0.19780796205569012,0.05094195330937677,0.05728745875268106
GUY,0.13013698630136986,0.48903450302511947,0.24096608249305956,0.02405249611459678,0.05728745875268106
HTI,0.9383561643835616,0.5214072615080702,0.25094664610322004,0.04154297790459587,0.4373865698729582
HND,0.21746575342465754,0.5150027013051517,0.2778325931755486,0.036099301860882005,1.0
HKG,0.1511339024793355,0.5459294817594696,0.21385127170046417,0.11319885863710744,0.05728745875268106
HUN,0.1511339024793355,0.5490098504433532,0.2982558419664666,0.1306317788979434,0.05728745875268106
ISL,0.1511339024793355,0.5238865735649325,0.4032329491899647,0.06557080479240844,0.05728745875268106
IND,0.20376712328767124,0.5600360660976657,0.1659919752838093,0.04271065463904809,0.06715063520871144
IDN,0.1917808219178082,0.5741897363490722,0.05779648813360142,0.044626631252621105,0.047186932849364795
IRN,0.0547945205479452,0.626812530986062,0.17597068121206727,0.036132194163260946,0.05728745875268106
IRQ,0.285958904109589,0.9931288935436665,0.15982042934713833,0.12916807144208073,0.06896551724137931
IRL,0.1511339024793355,0.5843319113465698,0.24951708886694984,0.07201769605867986,0.05728745875268106
IMN,0.1511339024793355,0.5488826408471223,0.21385127170046417,0.05504626838334331,0.05728745875268106
ISR,0.1511339024793355,0.5708211904613728,0.3016504531308447,0.03940497824996505,0.05728745875268106
ITA,0.1511339024793355,0.5306491862081895,0.3387867050012425,0.07243707291401129,0.05728745875268106
JAM,0.09246575342465753,0.5489949497777321,0.23916145199008026,0.05890189048507922,0.05728745875268106
JPN,0.1511339024793355,0.5603586529760107,0.3207746586745265,0.08101374075931879,0.05728745875268106
JOR,0.07876712328767123,0.5222662242158311,0.4212076989071899,0.029668856745800058,0.05989110707803993
KAZ,0.046232876712328765,0.5953776049543673,0.1610955831080943,0.05918147505530018,0.1306715063520871
KEN,0.3801369863013699,0.5489246721761056,0.185827212836407,0.04496377735200519,0.29038112522686027
