CountryCode,EN.ATM.CO2E.KT,EN.ATM.METH.EG.ZS,EN.ATM.HFCG.KT.CE,EN.ATM.METH.KT.CE,EN.ATM.NOXE.KT.CE,EN.ATM.GHGO.KT.CE,EN.ATM.PFCG.KT.CE,EN.ATM.PM25.MC.M3,EN.ATM.SF6G.KT.CE,EN.ATM.GHGT.KT.CE
ARB,0.01858783457285996,0.5430620015134605,0.026927138146464025,0.03133440146362087,0.030536085954942265,0.0039311903590858914,0.03575767429325938,0.3771530968864149,0.05047445649321009,0.015018738120441293
CSS,0.0008741756341121902,0.39205323831597977,0.026927138146464025,0.0008916209074382979,0.0012481257874253197,0.0026338088799528992,0.03575767429325938,0.1393910625467327,0.03235764363068634,0.0008044023443290522
CEB,0.027624410293506364,0.5104405842637602,0.016346943534186593,0.027343958065896165,0.03283967606360269,0.007453900462186097,0.008776135072176677,0.26490919098488724,0.0022219656311365217,0.026041653733024257
EAR,0.07889615144593684,0.22579472020924848,0.05821791726426221,0.22903197040756915,0.21944439513829334,0.24604753833697526,0.10390688852551011,0.3412700337315829,0.14276745828009088,0.13227135415786118
EAS,0.13016062997934105,0.268886411121265,0.35218536587938537,0.2289762687476735,0.22054015185061113,0.2318090332298018,0.29460993735870294,0.26336850871769624,0.44332705057243416,0.1717674956661161
EAP,0.07925864595457933,0.2826903477055714,0.27732986983365476,0.19741804768183271,0.1803140812010679,0.2197354574636259,0.12702316404529837,0.28592728103055304,0.3581623266795584,0.1278835370909427
TEA,0.07809647111612739,0.2786240828726957,0.2712046517559901,0.1947186431281659,0.17722611057743728,0.2194095118022943,0.1267826351793748,0.28694608578016956,0.3574841166939992,0.12483793462585413
EMU,0.07296966747535946,0.23908278029782892,0.09929458787544707,0.04903580185855134,0.08982776391286251,0.016603871587632702,0.049614992442526,0.09834781412984393,0.05545676130583865,0.06740509853344245
ECS,0.18144637414716094,0.4770646436451232,0.18519931013854884,0.21708937569946085,0.2471810878207254,0.08442825067855518,0.3719425075353648,0.15617759156248018,0.13725953789147383,0.21870059897306884
ECA,0.07506072341317506,0.5787534846713892,0.05381057311689696,0.1314569216378668,0.1158040519561074,0.0578022138600763,0.3091531382547111,0.19773001113119368,0.08338148849233765,0.11696003344180386
TEC,0.08334163237003599,0.5900699463827368,0.05623202424148977,0.14488468632782986,0.1250790578243159,0.06107720641216497,0.3090815171816843,0.20860033552785084,0.08279551411231183,0.12581579310068902
EUU,0.11347476560990447,0.32364189796068016,0.12979394062230873,0.09023478585234072,0.14000783792058863,0.023122918926928686,0.06837961733979052,0.13080168658040733,0.06177194711028788,0.10635368375065597
FCS,0.00533105091177046,0.14637427458749558,0.026927138146464025,0.05303323632498863,0.09328206670327115,0.2890241761683951,0.03575767429325938,0.30521825062156355,0.03235764363068634,0.059069654937901776
HPC,0.0016682069761947001,0.09874259334381523,0.026927138146464025,0.06196501181737423,0.12181547914109286,0.26174562616787317,0.03575767429325938,0.3179620724844996,0.03235764363068634,0.05547583678646708
HIC,0.31632334359723496,0.35151436788452733,0.6266735798322157,0.21852605812296946,0.29905115256039194,0.06928636906362304,0.40238143778968727,0.10778680044737197,0.44441151467933243,0.2768545982987404
IBD,0.2492669276546871,0.3459748588999113,0.36823957110257993,0.5077026744815063,0.4687182910850011,0.3488919218593027,0.6111195244639434,0.2970963139113389,0.5519194555574252,0.33613336389243376
IBT,0.2607727804923083,0.30852997462475934,0.3867262636780415,0.626379865376973,0.6373680973437408,0.6999967081484175,0.6563249396956763,0.3129635317163742,0.5853443447748924,0.4237181355000872
IDB,0.007320408984676964,0.31343922141975483,0.026927138146464025,0.03220493058217784,0.028281213493337898,0.023335845723880394,0.03575767429325938,0.46736143596029595,0.01135026584390779,0.016202837651132628
IDX,0.003989274306076088,0.08685229700954028,0.026927138146464025,0.08647226031328878,0.14036859276540178,0.3277689405652345,0.03575767429325938,0.3333324018370804,0.03235764363068634,0.07138187920345236
IDA,0.011432340180426034,0.14834023851202902,0.026927138146464025,0.11867719089546662,0.16864980625873968,0.35110478628911485,0.03575767429325938,0.37845666482818396,0.03235764363068634,0.0875847442311192
LTE,0.17261714962203653,0.4015504279276847,0.3256739820928356,0.32437857432189876,0.2820830763651622,0.21776486820694488,0.5421301206966985,0.2692936584446211,0.4560772133458883,0.22295576163632244
LCN,0.028020346992418222,0.1493777713095082,0.022818920577886582,0.09464770473787674,0.10969050016699855,0.16869460510014003,0.10026072138303302,0.13396046374575274,0.019246368678574707,0.0628839365802638
LAC,0.02595484788988817,0.14849678914691014,0.021320839695398466,0.09052779489861279,0.10574403269398783,0.1684879669948997,0.09334408395843617,0.13465528680592698,0.01869827537313799,0.06121435465657133
TLA,0.026546425829165485,0.1504969225759878,0.022123340617174407,0.09287085333910237,0.10645665037185148,0.16815799045271917,0.09706329351850766,0.13372697738922115,0.01863258020134342,0.061665911399042185
LDC,0.002122081685899147,0.08534333559201963,0.026927138146464025,0.08317314875781365,0.13682477918542318,0.3065751341561983,0.03575767429325938,0.34018008047112813,0.03235764363068634,0.06624103804378863
LMY,0.25089780604414974,0.3013583448194301,0.3883577736808109,0.6127861573784831,0.6289631901095835,0.6972624344851289,0.6506218611587726,0.3126971652162886,0.5851746857299532,0.4168006765822835
LIC,0.0033422373921872203,0.11371257305317746,0.026927138146464025,0.04906455742206285,0.08947608944122513,0.18862641024611,0.03575767429325938,0.29950114928043603,0.03235764363068634,0.043120373712423006
LMC,0.05264707355464569,0.18982621781283932,0.026927138146464025,0.20478680825369247,0.21316598743457704,0.279196255771812,0.03575767429325938,0.3639102840628315,0.08250070524415978,0.12674639872432755
MEA,0.02528407636660044,0.6551832542869447,0.026927138146464025,0.03069984783708709,0.024025513878622944,0.003886706415960021,0.03575767429325938,0.36784586763775057,0.07124900630053572,0.018924032728232024
MNA,0.015243081562356878,0.5815542680723788,0.026927138146464025,0.022682709159055493,0.020367108137936626,0.001141515575090445,0.03575767429325938,0.35140336626796687,0.039542222126372525,0.015391214659830444
TMN,0.015234603270888207,0.5815542680723798,0.026927138146464025,0.022682709159055493,0.020367108137936626,0.001141515575090445,0.03575767429325938,0.35354030136326264,0.03927699215012345,0.015391214659830444
MIC,0.24804573302006153,0.3177501109145958,0.3777000128757042,0.5642416672228847,0.5409881993335408,0.508751227553731,0.6383108685270461,0.31377165653467864,0.5785987661353074,0.37432919630936445
NAC,0.14552665099204984,0.4030673299103125,0.3866650390781514,0.08919611232299954,0.11983901718600035,0.027634927532858372,0.13451099842059433,0.05846604506636722,0.2588344695375141,0.1260208500347103
INX,0.018412701241060692,0.22053001350095047,0.026927138146464025,0.03213998898526706,0.03575316686090155,0.03476005472274941,0.03575767429325938,0.20141694022396783,0.03235764363068634,0.025440979242809497
OED,0.31243720442450246,0.3292914950665533,0.6231998896292823,0.22332090296787221,0.3130086168600548,0.06957023587798039,0.34601165123179795,0.10703530683367306,0.4023860333930774,0.282049265239432
OSS,0.0019622741507163586,0.4334393113937245,0.026927138146464025,0.004165009816562378,0.004971647941504372,0.006549849179586205,0.03575767429325938,0.2122727932083022,0.03235764363068634,0.003529684977776047
PSS,4.82121035789187e-05,0.015154384413080584,0.026927138146464025,0.0003877899947647541,0.0013260108846936455,1.3424174186375007e-05,0.03575767429325938,0.034665332379960355,0.03235764363068634,0.00017126642281532114
PST,0.31055768551333396,0.3188541830426545,0.6063829780787046,0.21011615338344183,0.30573465991036886,0.06234844664685663,0.3449100483620054,0.0980211960818757,0.3897049494896619,0.28073143511211585
PRE,0.0038617580121021694,0.18649393457109248,0.026927138146464025,0.06749034848124802,0.1209176015417609,0.2402329482716219,0.03575767429325938,0.38250105495933534,0.03235764363068634,0.05575079215419527
SST,0.002925709320153961,0.3968684055137621,0.026927138146464025,0.00544442071876543,0.007545784613623338,0.009197082233725427,0.03575767429325938,0.18313324157603983,0.03235764363068634,0.004505408497988825
SAS,0.019665248063444756,0.12603237357501118,0.020058984133420936,0.09133636216594505,0.06738884187813309,0.007393546037217469,0.027589514852408823,0.4324893956074136,0.04338856607385828,0.032580783413331094
TSA,0.019665248063444756,0.12603237357501118,0.020058984133420936,0.09133636216594505,0.06738884187813309,0.007393546037217469,0.027589514852408823,0.4324893956074136,0.04338856607385828,0.032580783413331094
SSF,0.0121429844040107,0.1856658934332193,0.026927138146464025,0.07988661125687428,0.14085032855406643,0.24281693786893133,0.03575767429325938,0.3484773128507527,0.03235764363068634,0.06342636141866924
SSA,0.012138881382940144,0.18566993931726042,0.026927138146464025,0.07988438910163476,0.14084617290753312,0.24281693786893133,0.03575767429325938,0.34850785909642457,0.03235764363068634,0.06341953725317119
TSS,0.0121429844040107,0.18566589343322032,0.026927138146464025,0.07988661125687428,0.14085032855406643,0.24281693786893133,0.03575767429325938,0.3484773128507527,0.03235764363068634,0.06342636141866924
UMC,0.19525449189248414,0.39063026572129556,0.32226136763453067,0.35945485896919227,0.32782221189896377,0.22955497178191905,0.5329392750263455,0.26648312357903314,0.4861154985585384,0.2475827702085027
WLD,0.6129068100362061,0.314585240343803,1.0,0.8320844291313702,0.9363501679725776,0.7670215268528491,1.0,0.27423782518106393,1.0,0.7142688289296121
AFG,7.224759738686936e-05,0.10821910229817162,0.026927138146464025,0.0009517739765810972,0.0008714080234060546,2.0652575671331786e-05,0.03575767429325938,0.4357705682409952,0.03235764363068634,0.00023402609215276933
ALB,0.00015251143100065254,0.3142922932874202,0.0,0.00031781118616822,0.0004946869664736651,7.906119111656979e-05,0.0,0.10958245308069052,0.0,0.00020758512941183022
DZA,0.0021297820527429786,0.7963929779527055,0.0,0.0040303383745806,0.0013495635830364707,4.298852987774633e-05,0.0,0.23241577967224888,0.001863864848976569,0.001988636416580643
ASM,0.018412701241060692,7.7642207995662e-05,0.026927138146464025,1.1032002207555568e-06,2.878035559433613e-07,2.633362972270617e-17,0.03575767429325938,0.00792018008523647,0.03235764363068634,3.5339661434307754e-07
AND,1.1161847910892737e-05,0.22053001350095047,0.026927138146464025,0.03213998898526706,4.975935766553447e-09,0.03476005472274941,0.03575767429325938,0.060646843720421714,0.03235764363068634,0.025440979242809497
AGO,0.00014145105443440432,0.31287381359605104,0.0,0.002752210732245786,0.00561975434511162,9.532056121990621e-07,0.0,0.25254814095443917,0.0,0.0009491609925036965
ATG,7.711822192980436e-06,0.03253568579526289,0.026927138146464025,4.431058779793333e-06,5.306603221784094e-06,1.6909298964227115e-10,0.03575767429325938,0.10452848570120737,0.03235764363068634,6.927854081772276e-06
ARG,0.00310319666191747,0.13523060504925322,0.0002472596562139962,0.012737977556620598,0.012213758813818077,0.002465398639190156,0.024682561914588494,0.0959694322139518,0.0008553195748677752,0.004979861448441392
ARM,9.578894934438858e-05,0.4580563623968309,0.0,0.0003605784875578357,0.0002552803868255955,1.4976731562465523e-05,0.0,0.130994509068606,0.0,0.0004619869224228212
ABW,4.525621971143782e-05,0.10855188135806663,0.026927138146464025,1.8937701456787074e-06,3.749025825204492e-06,2.633620923127183e-17,0.03575767429325938,0.20141694022396783,0.03235764363068634,7.908605593892709e-06
AUS,0.0072970073360738045,0.21612518858521831,0.0007341082861418937,0.01436848560137204,0.01994247165639241,0.00386381835648691,0.04928880961115806,0.025794938359364458,0.0022017618200640392,0.00901046372257937
AUT,0.0015961442512576612,0.20449102281584905,3.703501394577064e-05,0.0012514620290216291,0.0016845560584901101,0.00022277675219444065,0.01266434448024104,0.12038982550448796,0.0023509853555189115,0.001491518909440848
AZE,0.0008164384390094814,0.511737273043492,0.0,0.0014297984564769562,0.0008452858842183184,3.239948706654217e-05,0.002233462780687282,0.17726102703438412,0.0,0.001459005246518451
BHS,5.3881284006218575e-05,0.08643264939577394,0.026927138146464025,1.7651463075728084e-05,1.8918719710427134e-05,1.5489431753505425e-05,0.03575767429325938,0.12171167542137572,0.03235764363068634,6.710924001674846e-05
BHR,0.0003437849156554963,0.9088068402710293,0.0,0.00022462129383932133,2.3013530902459915e-05,0.00032785963878200045,0.032251660438432465,0.4485116027648818,0.0,0.0003185208570595833
BGD,0.0004297311445693704,0.06682009063276538,0.0,0.010867478992050495,0.005137200043322591,0.001317503958445389,0.0,0.45808884024905183,0.0,0.002367064927129528
BRB,2.9629632636187994e-05,0.11486537488219985,0.026927138146464025,1.6049155445617632e-05,2.217939177490722e-05,2.6320617535052725e-17,0.03575767429325938,0.13035200699157184,0.03235764363068634,2.2385289004999592e-05
BLR,0.0014882802119005796,0.06086652879250952,0.0,0.0023270707644434873,0.0063882416315975635,0.005359032513808499,3.306949447486864e-05,0.22816815135748572,0.0,0.0034639100874520896
BEL,0.0029344498157737003,0.21828889442478533,5.992720703199133e-07,0.0015528945141908383,0.0031163146849462796,6.266352878750917e-05,3.6885205375815025e-05,0.12509059729218414,0.0007918566919731743,0.002575762814253049
BLZ,8.523592950136272e-06,0.1343125663781339,0.026927138146464025,2.1194608092236627e-05,4.113153209614839e-05,5.1631439178527095e-06,0.03575767429325938,0.19785325408131355,0.03235764363068634,1.1793284409822242e-05
