CountryCode,AG.LND.TOTL.RU.K2,AG.LND.EL5M.RU.ZS,SP.RUR.TOTL,AG.LND.TOTL.UR.K2,AG.LND.EL5M.UR.ZS,SP.URB.TOTL
ARB,0.11850189509066372,0.00909884030727062,0.04820104584724567,0.05324828703445749,0.003631801503142568,0.05421138191401565
CSS,0.003517339743000787,0.06754951868799978,0.0012122074006437314,0.0025739920270716064,0.012208720740989002,0.0007471770373890386
CEB,0.007419198775810835,0.02226852428355658,0.01156659265313119,0.019588030585955683,0.008370164676892649,0.016017834200857492
EAR,0.24435815601011365,0.018296784342231923,0.5083037269338025,0.2468605840649938,0.0036571535991388507,0.327100448887102
EAS,0.1976697805795439,0.022689953816817293,0.2970282454906689,0.19331157498332074,0.009786001497803617,0.3030410395302809
EAP,0.12356175844687464,0.029243029101898098,0.2905510127857699,0.14045178218188603,0.011573611708148204,0.25392014435261073
TEA,0.12249834947510103,0.029226345153905067,0.2876432299478914,0.13978249872119378,0.011637859505524446,0.2501546914946756
EMU,0.019455655492251835,0.03432653886033749,0.024389981615966155,0.10764776856892572,0.04184247621226891,0.06322640076300612
ECS,0.19736948724344194,0.020525566778703406,0.07803738426252393,0.2373339129914057,0.006747767884462999,0.157061650147711
ECA,0.16413545090087642,0.014097051595821175,0.04252263194913593,0.08581190782079369,0.0009051516781723412,0.06559607127898912
TEC,0.16662073925425186,0.014144013411856185,0.04694242395864258,0.0942160737421568,0.0010580919245675802,0.07132188699511527
EUU,0.03071695349015172,0.033051261678504605,0.038313573934660616,0.15096840460184416,0.03445702522070048,0.09354547806432374
FCS,0.10977956009884927,0.010425025317653611,0.08285431727268495,0.023278842517374485,0.00134936901866894,0.04682799696024358
HPC,0.12413925735861352,0.007912029823070333,0.13406460719594407,0.018300096611890557,0.0006469288646024421,0.0573540143318887
HIC,0.29392162419321827,0.023134304032570507,0.06501354714957111,0.48719339335623285,0.008724848789880594,0.2297139869850236
IBD,0.5495563813483777,0.01678197153948584,0.648214119213683,0.4764769429188608,0.004353363564416871,0.5873846933618261
IBT,0.7144547898526313,0.01572719795791232,0.930797046835855,0.5226230106463278,0.0036104187493272225,0.7144103159329036
IDB,0.03145171866243751,0.05464031624071176,0.08591115797865025,0.018752314079516347,0.03376515777222236,0.048434919449832664
IDX,0.13344668119568256,0.012553444129043254,0.19667176964352176,0.027393753647951997,0.0010735149616771127,0.07859022139322934
IDA,0.16489840418118692,0.012046316461018333,0.282582927622172,0.04614606772746835,0.001017737371208982,0.12702538170706976
LTE,0.34982557304740985,0.016899626588506172,0.27476603184048565,0.26521638642728773,0.004938314850396231,0.32040843352506077
LCN,0.16214747155594836,0.01712233396165971,0.03774131690376048,0.1273683795159628,0.0027342448381307612,0.12155730612299359
LAC,0.1541402133506846,0.01678969070792232,0.03656482924953133,0.11922266232461773,0.0026551393743566823,0.11580783060852974
TLA,0.16112442380853303,0.015790960764341597,0.036790011515573505,0.12195828790795951,0.0025755649072432044,0.11833933144349264
LDC,0.1344683129009806,0.011198222082967663,0.18696313336343887,0.019783794748437854,0.0008744776139135406,0.06912076168934714
LMY,0.7056219106040879,0.015959351437140765,0.9293574259388498,0.5113422016470374,0.0036095322062232992,0.7106810001255351
LIC,0.07779911000165049,0.05464031624071176,0.1257262738032086,0.01094377108947371,0.03376515777222236,0.04514918351711307
LMC,0.16972298319253804,0.02383426964828218,0.524914003300315,0.14143720302913287,0.004317548569217131,0.2740126866435052
MEA,0.09519423492135393,0.010810342409841665,0.04446948439695445,0.07199864087386953,0.004665065432168411,0.0651115604150789
MNA,0.07435659782272877,0.0110244568552911,0.04202449436560946,0.05322860030035513,0.0038648041713115343,0.05269047643123969
TMN,0.0743252449964039,0.0110315055295728,0.041714512956628785,0.052540740418546124,0.0038661252548205702,0.05191603905106704
MIC,0.6282792571589985,0.016907849059502014,0.8036311521356412,0.5018628355542907,0.003966088891056195,0.6655315757444142
NAC,0.15773298905830435,0.024447137551735512,0.01938767357739441,0.25586208177896724,0.00461852406221948,0.07094506394594126
INX,0.03855609279622606,0.05464031624071176,0.04159530496136482,0.03395709864256635,0.03376515777222236,0.03630226480664854
