CountryCode,EG.USE.ELEC.KH.PC,EG.ELC.HYRO.ZS,EG.ELC.NUCL.ZS,EG.ELC.FOSL.ZS,EG.ELC.RNWX.ZS,EG.USE.COMM.GD.PP.KD,EG.USE.COMM.FO.ZS,EG.ELC.RNEW.ZS,EG.FEC.RNEW.ZS
ARB,0.04387563967167267,0.0334930892649207,0.0,0.95522177954418,0.0057805964430809815,0.08862128587350836,0.9707293422886041,0.0372032235311628,0.043110581166331666
CSS,0.052507487207029954,0.18504413757358829,0.04674230915773397,0.43531211039376,0.05827751902149699,0.2596294762929694,0.9694117852193089,0.0932733118118559,0.08885862415600983
CEB,0.07415781599278737,0.0990871594626395,0.2518461174056967,0.618660650021765,0.13234135328812,0.08690559258955512,0.7732975631818471,0.179413247824569,0.1605668058479869
EAR,0.020201598170643414,0.156280452837503,0.023857175464955402,0.7898364077261679,0.04767748709046052,0.08959084321936724,0.7910857943087,0.189047768403105,0.26854551133200005
EAS,0.06517130952957732,0.136742282697174,0.04476745645829285,0.784683814938222,0.059880298548438064,0.11877717796092468,0.866716318961872,0.174370571961613,0.1699995641674632
EAP,0.053329872448213994,0.165394791807878,0.02257166287815816,0.775503515587833,0.05913421194384077,0.13307621995344296,0.855865944301511,0.20266892563722202,0.2000959937367147
TEA,0.053867573889097006,0.16364254212043503,0.022638459565187907,0.7770837104101891,0.05930920877368379,0.13307621995344296,0.856067937876137,0.201026174212382,0.2001105012085829
EMU,0.1190906848667032,0.118499192911014,0.3653554524197798,0.42209166321227104,0.26351828830130264,0.07163976886657085,0.708194632856951,0.278444612729953,0.15456453654092148
ECS,0.09941001909041083,0.168338850962649,0.27434778046694563,0.51080310106502,0.15731566003321604,0.09081492378410956,0.7912708387593029,0.264294420272449,0.12386697203425238
ECA,0.07678935325877255,0.188932367284522,0.18107640535898734,0.655006961333533,0.017152339586607213,0.13621131414254842,0.8895278385184381,0.199343174723131,0.06665785438753291
TEC,0.07635360328218463,0.17556389762819102,0.16716924172049064,0.67344391131972,0.02711991338762098,0.1307843469991055,0.891139364493128,0.192024637261094,0.07067886039636578
EUU,0.11048731510342252,0.114708699962304,0.3404565711681502,0.45659682076686503,0.2475434569563179,0.07212169251546771,0.7249257408664159,0.264958014351593,0.15427589150000534
FCS,0.008279307623353022,0.226386879963005,0.0,0.649861594072707,0.0015937525359373049,0.10348582632638895,0.575210595414771,0.26579270285022,0.5163753480990277
HPC,0.003478425351693464,0.49885779380233897,0.0,0.24234979258863698,0.0373612768927385,0.16482872901927648,0.209816081959661,0.663350256567481,0.7935530786360363
HIC,0.16681395833304746,0.11926635493344101,0.22251109687316792,0.617505736839968,0.12815787805159182,0.0912256055369406,0.8170193797950709,0.19733284074975402,0.11053480686976615
IBD,0.042478730339337065,0.191696174182985,0.05116923086144339,0.731321358806845,0.055951562256143436,0.11423271796868886,0.84255992842615,0.225892275211455,0.1962207765541924
IBT,0.034709298748355086,0.197516592908311,0.04939094086576997,0.720705498446708,0.05429215459709724,0.11449564800007019,0.806771151174788,0.23353290078553102,0.24833386437544755
IDB,0.007208807149389827,0.275212909256514,0.027871185988355824,0.66079485049513,0.020974208975671205,0.11604239722289458,0.436204271293227,0.297897167194972,0.6407271940707294
IDX,0.004655941769224385,0.39075074965649004,0.0,0.416725715747234,0.01933580228868198,0.11984560487003543,0.32625457315919,0.513009705647121,0.7209439252175203
IDA,0.005653817547718256,0.34046983035245604,0.012193571009300033,0.523789629019726,0.02006579249197206,0.1177587790446706,0.384517976412844,0.414541290286599,0.6810864351410207
LTE,0.06527772598604926,0.20323871581578,0.048037859765296856,0.713592086706919,0.05730448114432151,0.12967993190378632,0.8631324888422119,0.239280124114885,0.17203445494724626
LCN,0.03855436879716816,0.478223987937122,0.02709580013386779,0.42662557908907206,0.0877970213898114,0.0737205870083973,0.7432085884576339,0.532083280959768,0.2783008091272373
LAC,0.0372882145741863,0.500156572223368,0.02944643545827479,0.42203448770271995,0.08667302392651177,0.07205799187487415,0.740253146511371,0.552925552352435,0.27910261627151556
TLA,0.03878631053020375,0.49348421541635296,0.027965215086714495,0.427568153485413,0.08980605160417506,0.0737205870083973,0.740819588582246,0.548169488666832,0.28143104114951134
LDC,0.0033386396091580036,0.383285750507939,0.0,0.417180535286817,0.005464797314997569,0.11559966476460003,0.280255876645987,0.518020193225141,0.7579147747714973
LMY,0.034201346955584376,0.199183082243912,0.05032090077552783,0.718882571919749,0.052319116859130335,0.11511670347693358,0.8058816451267989,0.23417540227318,0.24937190680588434
LIC,0.049990907984143795,0.18504413757358829,0.04674230915773397,0.43531211039376,0.05827751902149699,0.08234209655689814,0.174111741069498,0.72257299441767,0.8264716200384888
LMC,0.01338739351531175,0.165225154728139,0.06208854624495945,0.738037315049585,0.061191251090702614,0.09061556555701022,0.660635806214315,0.208496748404114,0.41246659121703577
MEA,0.05051066615109422,0.0302886964593858,0.004372927315130715,0.958959511120998,0.005625194826795144,0.0984576312746282,0.986259152014719,0.0338037370294029,0.018782408722536073
MNA,0.03010694992758825,0.0560283835877351,0.008094815356417328,0.9243656819934709,0.008829049562011524,0.09415455527046894,0.976605034751243,0.0617691553404933,0.02775072956985104
TMN,0.03010694992758825,0.0564067324895922,0.00814947808813867,0.93060774571728,0.00888867043615289,0.09415455527046894,0.976605034751243,0.0618163672654691,0.027391956597835276
MIC,0.036431865258173345,0.197410779632926,0.05086216643727452,0.725413473920178,0.05288201273338405,0.11386102414774732,0.81972434076621,0.23107760793404,0.22799653159523095
NAC,0.24198864661861758,0.133861561893474,0.2351357130324818,0.615345078190426,0.09837009548108086,0.1114667707078664,0.818590509725133,0.193625667403123,0.10712166561080659
INX,0.049990907984143795,0.18504413757358829,0.04674230915773397,0.43531211039376,0.05827751902149699,0.08234209655689814,0.4892656831811063,0.29370168369585553,0.29749817111012755
OED,0.14735155682313517,0.13062247769934798,0.227628440220397,0.601697391435236,0.13520857326231145,0.08916514909804693,0.8059140139968061,0.212688857808926,0.11875147458152352
OSS,0.049990907984143795,0.14020703306586602,0.0,0.7146818141502349,0.0955616342815176,0.11023090288234501,0.802703730513427,0.26617172517591003,0.29518715674556223
PSS,0.049990907984143795,0.18504413757358829,0.04674230915773397,0.43531211039376,0.05827751902149699,0.06830101996131474,0.0,0.39494823611159297,0.38591780751606786
PST,0.16406182474683703,0.127721152493297,0.24732164082065267,0.5887047944623091,0.13405877489906873,0.09224713153106856,0.801507273083876,0.209202072629237,0.11513605660078986
PRE,0.004325160946438273,0.350033536807126,0.0,0.501903176833195,0.0196361614099845,0.11571636805899647,0.311125197799012,0.427935861473498,0.7545865066393658
