CountryCode,ER.H2O.FWTL.ZS,SH.H2O.SAFE.ZS,SH.H2O.BASW.ZS,ER.H2O.INTR.PC,ER.GDP.FWTL.M3.KD
ARB,0.025260808077620663,0.8634107395284897,0.831405851217367,0.000548577171499592,0.006410400988074026
CSS,0.00010483082636458512,0.9470954933580875,0.937304698553395,0.09786871185389434,0.0100533199590523
CEB,0.0015639257323527037,0.9901537651891059,0.9867843597114965,0.004560915771188267,0.02678190535683712
EAR,0.0016867156106291977,0.8853232419775402,0.841324401390279,0.007393305724195322,0.003233161674474198
EAS,0.001265756144544583,0.918150720161864,0.9105392174485237,0.008537254433666265,0.011092760138028993
EAP,0.0012837205784272264,0.911583453685606,0.9018220394206318,0.008197384990476491,0.006675618605103671
TEA,0.001282481134371874,0.9105101517872592,0.9006400858348231,0.008237203761003772,0.006675618605103671
EMU,0.002275600399686853,0.999162398839363,0.998798809195558,0.0056241377290396,0.04151834732360722
ECS,0.000826635193342387,0.9818596925863525,0.9755723948856735,0.014819337363364575,0.02768406258016085
ECA,0.0006165851623328258,0.9609654736618387,0.9477057442169832,0.02334629645673671,0.008333401610146219
TEC,0.0006351707475411895,0.9626600747681706,0.9501712766323005,0.021591442440947788,0.009218523132132402
EUU,0.0018392891202527546,0.9977541388433491,0.9970901558150627,0.005586440684593373,0.04697657950434326
FCS,0.0005587501066084757,0.6116501409819481,0.5232614990308831,0.015567992099574726,0.0019650658311094397
HPC,0.0003112702683613305,0.5852814676659803,0.4327947680247604,0.010915339216634993,0.0030775199300090775
HIC,0.0010954339734468338,0.9946466986974642,0.9931538550789941,0.01647762338462064,0.03199195950002363
IBD,0.0010537260657156777,0.924479482369628,0.8973083694591585,0.011028905509093379,0.005971483534065256
IBT,0.0010074097874601977,0.8661384904756844,0.8247470685489788,0.010431053845921917,0.005328420138770603
IDB,0.001768069395865377,0.7300306286591337,0.6809424297587199,0.006318350718805646,0.0017861073056229255
IDX,0.0005144603532825653,0.6507085343129861,0.554696155990727,0.009723871772645313,0.0021563319922036223
IDA,0.0008231491899032461,0.6765349075877258,0.5946992177525445,0.008592162524956724,0.0019523809070300826
LTE,0.000656555191925645,0.940456445359886,0.9322149591201663,0.0154300310673723,0.01002529717958358
LCN,0.00026380296304029784,0.9340389696307327,0.9456143913332916,0.04194181192541447,0.011547695522211398
LAC,0.0002462184593130174,0.931965181422591,0.9435630425605436,0.04069524584869024,0.012488002932799868
TLA,0.0002556117564314759,0.9339522074255864,0.9455632801906387,0.042877780354689796,0.011661420745327498
LDC,0.0004757161750078582,0.622783715681409,0.5226763350954379,0.009330705627294754,0.002410851142470833
LMY,0.0010250563626395535,0.8654321250592074,0.8241068817651466,0.010176878389399657,0.005234316753317595
LIC,0.00037068544355435475,0.5885382651209113,0.42641488917144005,0.008743179835508598,0.002305331654285203
LMC,0.0020090494134482138,0.8597194203655748,0.8113145086977493,0.005717556589239703,0.002032902500216251
MEA,0.015487316121274686,0.9249913728222315,0.9078535625745899,0.0010363511727467746,0.0063864881817702595
MNA,0.014245318658591357,0.9157947160520127,0.8942573702241615,0.0011832684324597103,0.002976382206794399
TMN,0.014275855172988178,0.920300019168432,0.8947461130955578,0.0011932180880283199,0.0029542475987637006
MIC,0.0010869494340735176,0.8962957921363837,0.8691000757850181,0.01033952888012921,0.005319504224407292
NAC,0.001033155165845502,0.9914750363383296,0.9901646066497397,0.03019713801721064,0.022551559743983034
INX,0.01144800693627747,0.813847308727613,0.8274101760883333,0.023740177500382962,0.03327278089063039
OED,0.00113134274432026,0.9913325976784655,0.9902271824283203,0.015534837015933797,0.029583173656812522
OSS,0.00022159856479629685,0.8785031474193998,0.8026250097475233,0.034379669850133895,0.024046335221919478
PSS,0.01144800693627747,0.8880944112829298,0.8222894322245146,0.09130343210207527,0.028617603062153205
PST,0.0011504945038732272,0.9942800114740449,0.9923874007989619,0.015451237064285028,0.032243010511549326
PRE,0.0005576858070476347,0.5902974020361084,0.4750942684491349,0.008149574301625046,0.004288639443487756
SST,0.0001680242592508852,0.8921446432382673,0.8293519654000423,0.04935854978963156,0.020531129134153114
SAS,0.005776327460903748,0.9009984320594701,0.8479328114764348,0.002171810190319773,0.0013110909281722392
TSA,0.005776327460903748,0.9009984320594701,0.8479328114764336,0.002171810190319773,0.0013110909281722392
SSF,0.0003561133762898068,0.6053957254196808,0.4685312137119095,0.0075184509006197674,0.008572265763195617
SSA,0.0003561133762898068,0.6053626728115091,0.4684852819595366,0.0075184509006197674,0.008566488420203914
TSS,0.0003561133762898068,0.6053957254196808,0.4685312137119095,0.0075184509006197674,0.008572265763195617
UMC,0.0007016793632575457,0.9374935046035011,0.9344725367259349,0.01566233302345813,0.009285924235865151
WLD,0.0010407445063108926,0.8853747216592937,0.8512749244341368,0.011173044552294132,0.011887703391163622
AFG,0.0048115326107398375,0.46313364055299544,0.4930175453767618,0.0027154121611242953,0.0002689795835111427
ALB,0.0005431333498991747,0.9447004608294931,0.8780014158138119,0.017565511863967247,0.0061339246342472925
DZA,0.008379221241373405,0.8214285714285714,0.9165363295189787,0.000542624782032053,0.014152961370682761
ASM,0.01144800693627747,1.0,0.9907721479451206,0.023740177500382962,0.03327278089063039
AND,0.01144800693627747,1.0,1.0,0.007515491980567128,0.03327278089063039
AGO,5.1054530392595054e-05,0.40322580645161293,0.2871886383864024,0.010371721517398253,0.09537827265909218
ATG,0.0024728276590302396,0.9758064516129032,0.9608382703145757,0.0009921756228154963,0.07082844600632074
ARG,0.0014457375937759144,0.9861751152073732,0.9940904891584121,0.012816600208662878,0.007477411767581259
ARM,0.0047965695822384784,0.9988479262672811,0.9720177741701356,0.004452500952318499,0.002142557288213641
ABW,0.01144800693627747,0.978110599078341,0.9744073911022576,0.023740177500382962,0.03327278089063039
AUS,0.0004469520070199677,1.0,0.9993524878808183,0.039563613731721486,0.04290030008606265
AUT,0.0007082691510036331,1.0,1.0,0.01214776652122463,0.07775123798193799
AZE,0.016506350573570076,0.8306451612903225,0.7999218464676607,0.0016055947295492024,0.0028764607382446602
BHS,0.01144800693627747,0.9815668202764978,0.973479349824627,0.0034555269896764094,0.03327278089063039
BHR,1.0,1.0,1.0,5.646719368218733e-06,0.05570379054051107
BGD,0.003821070309626729,0.8329493087557603,0.9640518863849746,0.0012426771268826485,0.0023542632816436777
BRB,0.011329548297222769,0.9953917050691243,0.9779095680597525,0.0005325799759005869,0.036776353756728525
BLR,0.0004960526843110244,0.9965437788018433,0.9757869270478463,0.006770080271161215,0.02755466152985138
BEL,0.005598328141839945,1.0,1.0,0.0020196860869373936,0.05547529241110909
BLZ,7.17562216927834e-05,0.9942396313364056,0.9501666554848038,0.08185802831940456,0.009968859099325846
BEN,0.00013893878909023225,0.7350230414746544,0.5931470137375853,0.0018890017014754766,0.04380640688482903
BMU,0.01144800693627747,0.813847308727613,0.9988367307088146,0.023740177500382962,0.03327278089063039
BTN,4.617947056346106e-05,0.9896313364055299,0.9618389850921827,0.1895195132949315,0.0034567543756039475
BOL,7.467873167689914e-05,0.8755760368663594,0.89421464823823,0.0542097868660463,0.0074622437252105656
BIH,0.00010105689368572311,0.9965437788018433,0.9707200023907833,0.018780989763556917,0.03589674382557276
BWA,0.0009023650039469328,0.956221198156682,0.7476503155498581,0.0020878961852414707,0.05633577311698683
BRA,0.0001456221107668827,0.9746543778801843,0.9629403496227159,0.05229753171653258,0.021305774263862935
VGB,0.01144800693627747,0.9412442396313365,0.9983712733232343,0.023740177500382962,0.03327278089063039
BRN,0.00011881753580757978,0.813847308727613,0.9941075824286875,0.03894982803178986,0.09949339689341606
BGR,0.0029118561671105645,0.9942396313364056,0.9915654627889547,0.005484246794965487,0.0060698394940075315
BFA,0.0007300833136129515,0.7914746543778802,0.43345042574180687,0.001340958129510199,0.00854280026211486
BDI,0.000318087177605492,0.717741935483871,0.4662956692803672,0.0019186457598853615,0.005202881397695187
CPV,0.0008184252457720825,0.8963133640552995,0.8273088639620922,0.001075094288138383,0.053632372482715594
KHM,0.00020036135473338487,0.6670506912442395,0.662931174624957,0.014899013314269363,0.004166712273603501
CMR,3.7299689552143605e-05,0.7131336405529953,0.5678225426383625,0.02315802103758551,0.01955493206030139
CAN,0.00015004878535760323,0.9976958525345622,0.9891911775087309,0.15126671441981124,0.030339154949211647
CYM,0.01144800693627747,0.9700460829493088,0.9534620142737028,0.023740177500382962,0.03327278089063039
CAF,3.4356788120125515e-06,0.6347926267281105,0.44712328778164917,0.05891085946234827,0.012233422749632081
TCD,0.0006539779328677541,0.4331797235023041,0.30344519045700746,0.002085456345961807,0.009604563665247918
CHI,0.01144800693627747,0.813847308727613,0.9297426538067514,0.023740177500382962,0.03327278089063039
CHL,0.00044573904262137383,0.988479262672811,0.9991398617693472,0.09478987806638194,0.004505597093497469
CHN,0.002415909881580976,0.9308755760368663,0.9281374776360819,0.0038899239282891686,0.008794692593748675
COL,5.909327951343808e-05,0.8997695852534562,0.9500960217592763,0.08467293333630553,0.019445911594148237
COM,9.094734159004784e-05,0.8859447004608294,0.8062896339475701,0.002981198795155049,0.03928612674999148
COD,6.181864905151789e-06,0.44470046082949305,0.28950248903818576,0.023030959939618754,0.026978747896133984
COG,0.0,0.7211981566820276,0.6004920390284265,0.08598002067825779,0.20699095872111942
CRI,0.00023043425537126345,0.9723502304147464,0.9916104918730463,0.044808922983811235,0.011921371119566801
CIV,0.00022329726395955494,0.7868663594470046,0.6742166869898668,0.006433863572311469,0.013105482575669996
HRV,0.0001858366243650131,0.9942396313364056,0.9941626206859275,0.016780783786425616,0.06017518572619694
CUB,0.002040831615666897,0.934331797235023,0.938886522820167,0.006286478263782396,0.006418300052917197
CUW,0.01144800693627747,0.813847308727613,0.9924667937517284,0.023740177500382962,0.03327278089063039
CYP,0.003660898082428118,1.0,1.0,0.0012770189858694453,0.05996547703385912
CZE,0.0014019962895090257,1.0,0.9984853719691534,0.0023570078860443147,0.0865565945275348
DNK,0.001213874773173603,1.0,1.0,0.0020057479186660937,0.3444997621209172
DJI,0.0007065055682056157,0.8836405529953918,0.720736524997941,0.0006204689198046678,0.04812425901602633
DMA,0.0011168777192826613,0.935483870967742,0.9579656903117315,0.005184436796510903,0.016751758454856196
DOM,0.003405754189003679,0.8294930875576038,0.928891308301078,0.004260516550914584,0.00564301994067555
ECU,0.0002485894793558349,0.8433179723502304,0.8961867331462287,0.05248131471892754,0.005452204366462446
EGY,0.4849829503983077,0.9896313364055299,0.980066115893699,3.698640195491579e-05,0.0016656452173099557
SLV,0.0015142892423113776,0.9124423963133641,0.8998256049971376,0.004694494362920969,0.0068971873753178444
GNQ,5.170952808978737e-06,0.39746543778801846,0.3927549084030502,0.04342982117693713,0.6889682957077298
ERI,0.002324011384463842,0.5115207373271891,0.024333234529072937,0.023740177500382962,0.03327278089063039
EST,0.0015122509311421692,0.9953917050691243,0.9949432693165052,0.01824071249882256,0.008494230636298089
ETH,0.0009655109422460466,0.46428571428571425,0.23267244541987536,0.002363854574432625,0.002408310799044469
FRO,0.01144800693627747,0.813847308727613,1.0,0.023740177500382962,0.03327278089063039
FJI,3.0962837227074526e-05,0.9493087557603686,0.9262125648932715,0.060804987043372,0.028617603062153205
FIN,0.0006840519008059882,1.0,1.0,0.03696090451314797,0.024835857000361197
FRA,0.0016893468700351396,1.0,1.0,0.005688252815704964,0.06051849808255241
PYF,0.01144800693627747,1.0,1.0,0.023740177500382962,0.03327278089063039
GAB,7.173643099391854e-06,0.9158986175115208,0.8402240072749558,0.16494880174350002,0.08551246112873771
GMB,0.00033530530427683435,0.8859447004608294,0.7511969977546539,0.0029510588500296447,0.007157050812290116
GEO,0.0003486693699102145,0.988479262672811,0.9113800340952216,0.029424740100064677,0.004884555163438661
DEU,0.003453593230343289,1.0,1.0,0.0024926672247635217,0.07330256079055068
GHA,0.00036040412305782867,0.8444700460829493,0.7130824206338223,0.002120084451475753,0.03014207227210319
GIB,0.01144800693627747,0.813847308727613,0.9954155024315626,0.023740177500382962,0.03327278089063039
GRC,0.0018559335211439894,1.0,1.0,0.01004559347328975,0.016643961191301418
GRL,0.01144800693627747,1.0,1.0,0.023740177500382962,0.03327278089063039
GRD,0.0007867146704615839,0.9608294930875575,0.9475009539967724,0.0035475079087671137,0.03970550071038311
GUM,0.01144800693627747,0.9942396313364056,0.9963394121162902,0.023740177500382962,0.03327278089063039
GTM,0.0003383595225840503,0.9158986175115208,0.9108124166233745,0.012937614378943354,0.009262834972859107
GIN,2.5081455829286903e-05,0.7200460829493088,0.5872025702217459,0.0361156493573815,0.005970436114852868
GNB,0.0001200930909563153,0.717741935483871,0.6044397400244212,0.01749102722890396,0.0032052324349249404
GUY,6.478631045763722e-05,0.9619815668202766,0.9269590275044857,0.5955806434138728,0.0008735094212309213
HTI,0.0012450562892857672,0.5161290322580645,0.5596545437452607,0.0023215214712943395,0.003168813538626025
HND,0.00019606492977430353,0.8847926267281105,0.8914436933536727,0.019415570719947577,0.007172617475692623
HKG,0.01144800693627747,0.813847308727613,0.9994037990768712,0.023740177500382962,0.03327278089063039
HUN,0.009419452466755062,1.0,0.9996436689508691,0.0011472583943204506,0.01798661051621155
ISL,0.0001959104431195408,1.0,1.0,0.9796264959405714,0.0028487448800223864
IND,0.005887782923429983,0.9205069124423962,0.8396807531234198,0.002108399713443558,0.0014844730706693276
IDN,0.0006257393620568577,0.8410138248847927,0.8518187309252969,0.014929477050445186,0.005180196092738943
IRN,0.008123833408171584,0.9550691244239631,0.9394535769391439,0.0030916998924830886,0.0029399168942749543
IRQ,0.02098262048733054,0.8444700460829493,0.8158053408080381,0.0018970155369312633,0.0014576780521569877
IRL,0.00017058542508292124,0.9746543778801843,0.9845995427874038,0.020021045235663292,0.2119727463945951
IMN,0.01144800693627747,0.813847308727613,0.9550829545595859,0.023740177500382962,0.03327278089063039
ISR,0.029156487605601474,1.0,1.0,0.0001722219079824925,0.0924429570373696
ITA,0.0032939454198906426,1.0,1.0,0.005663808680687532,0.025081009930109206
JAM,0.0008375957142646761,0.9285714285714285,0.912919473090675,0.007132078835355832,0.010745422528380127
JPN,0.0021176478593828156,1.0,0.9863111197111641,0.006373729717538341,0.04825706563925507
JOR,0.015438329715214628,0.9642857142857143,0.984378993120641,0.00014605431227065598,0.020615770506211856
KAZ,0.003674420623113119,0.9193548387096774,0.887828680164915,0.0070217401789420585,0.005441822003270494
KEN,0.0017375723562213323,0.5656682027649769,0.48291417625129074,0.0008485068069933712,0.009915844886223478
KIR,0.01144800693627747,0.6175115207373272,0.570997479766068,0.023740177500382962,0.03327278089063039
PRK,0.001443950448648546,0.9965437788018433,0.9954741772872101,0.005032569217689574,0.03327278089063039
KOR,0.005037086625870633,0.9723502304147464,0.9922862087497337,0.0024108724315520004,0.027930925030975173
XKX,0.01144800693627747,0.813847308727613,0.8274101760883333,0.023740177500382962,0.03327278089063039
KWT,0.01144800693627747,0.988479262672811,1.0,0.0,0.10023347221460378
KGZ,0.001829156231324309,0.8663594470046083,0.8362929388999178,0.01581862926207239,9.855879170860281e-05
LAO,0.00020300417562412056,0.6947004608294931,0.7127481186708288,0.054619865558602994,0.0014634985588084662
LVA,0.00016139815790943524,0.9907834101382489,0.9814877901943673,0.016029037335900827,0.07409314205469676
LBN,0.0030521554772028224,0.988479262672811,0.8960313788977129,0.0016161091725461626,0.020420816420075517
LSO,9.141099863541562e-05,0.7857142857142858,0.6505006705594165,0.004598192927886382,0.04281572144032897
LBR,5.000490530839033e-06,0.6981566820276497,0.6258204234980466,0.08593385146422343,0.008078379750164556
LBY,0.09321078383111832,0.6682027649769585,0.9609681410037507,0.00021285820525974877,0.03327278089063039
LIE,0.01144800693627747,0.813847308727613,1.0,0.023740177500382962,0.03327278089063039
LTU,0.0004547707522562013,0.956221198156682,0.9622177509531058,0.009946330167042923,0.04607366117372431
LUX,0.0004800547539294645,1.0,0.9993735686876171,0.003391156343540942,0.9280134068635179
MAC,0.01144800693627747,0.813847308727613,1.0,0.023740177500382962,0.03327278089063039
MKD,0.0011400906894445944,0.9930875576036867,0.961290748115397,0.004903717896680717,0.012033440260477543
MDG,0.0005456556260650852,0.42050691244239635,0.3830342115478522,0.02695115172367729,0.0
MWI,0.0009386660889568739,0.8444700460829493,0.581084044662287,0.001783903177998476,0.003690591330090011
MYS,0.0002138017002980661,0.9769585253456221,0.9593395019308999,0.03619845553916956,0.01841257816224739
MDV,0.002198767935758512,0.9838709677419354,0.9755795148473787,0.00014113950418072457,0.3258706657999964
MLI,0.0009650400233841542,0.6889400921658986,0.6518327164049748,0.0066730478100750865,0.0011552898037339796
MLT,0.010037208456015915,1.0,1.0,0.00022292827109222755,0.1518201402827403
MHL,0.01144800693627747,0.9377880184331796,0.7395299296197698,0.023740177500382962,0.03327278089063039
MRT,0.03777057212230058,0.5149769585253456,0.6123467714339169,0.00018568915784585832,0.002283304340255102
MUS,0.002947218065962174,0.9988479262672811,0.9983848690915139,0.004115948579293094,0.010286788973962437
MEX,0.002195028158431508,0.9493087557603686,0.966245388035234,0.006211520095586286,0.009447348753646105
FSM,0.01144800693627747,0.8732718894009217,0.8600111400139788,0.023740177500382962,0.03327278089063039
MDA,0.0073553634503023884,0.8629032258064515,0.8375547836175287,0.0008593626705706385,0.004054072781018352
MCO,0.01144800693627747,1.0,1.0,0.023740177500382962,0.03327278089063039
MNG,0.00017488709976489769,0.5852534562211982,0.7749951849646795,0.02245375750871639,0.013481229916232485
MNE,0.01144800693627747,0.9930875576036867,0.9577206046967784,0.023740177500382962,0.017850346121326046
MAR,0.004022930036784371,0.8283410138248847,0.7677633723279425,0.0015942142824470248,0.006567993942922507
MOZ,9.6344332356048e-05,0.4331797235023041,0.3252661978327355,0.006953541957480959,0.009779527292161166
MMR,0.00036847764207598795,0.7741935483870969,0.5899202755832497,0.036442064701183,0.0009340870648958532
NAM,0.000520941773798877,0.880184331797235,0.7419965091158234,0.004901424630802325,0.03220415401165791
NRU,0.01144800693627747,0.9596774193548387,1.0,0.023740177500382962,0.03327278089063039
NPL,0.0005339580262863758,0.8824884792626728,0.8405884495032246,0.0132017774627516,0.0009587851755917499
NLD,0.010904762248277319,1.0,1.0,0.00123048929266478,0.05283617772871578
NCL,0.01144800693627747,0.9827188940092166,0.9795518644084812,0.023740177500382962,0.03327278089063039
NZL,0.00017569141549052852,1.0,1.0,0.13679549833104832,0.020526234489216748
NIC,0.00010838254530825544,0.847926267281106,0.783709106489651,0.048999260734387366,0.0043368891404698
NER,0.0031429436537430406,0.5080645161290323,0.33609149702400504,0.0003448350194129407,0.0046302468441061185
NGA,0.000661602650810925,0.6152073732718893,0.5766066535548675,0.0023627429100252758,0.022723167735347573
MNP,0.01144800693627747,0.9711981566820277,0.9910564791828284,0.023740177500382962,0.03327278089063039
NOR,8.633773532378504e-05,1.0,1.0,0.1402832727132157,0.10093462380543072
OMN,0.010558101948282484,0.9228110599078341,0.862859916288462,0.0006668115625100942,0.034026248676115284
PAK,0.03733815518624837,0.8974654377880183,0.8635911004464579,0.0005592193585642057,0.00036135402878277096
PLW,0.01144800693627747,0.945852534562212,0.9872814042848597,0.023740177500382962,0.03327278089063039
PAN,8.264485696823092e-05,0.9320276497695852,0.9295592404366252,0.0660106718680674,0.025410349632820215
PNG,3.159558546058448e-06,0.30760368663594473,0.23835053390103833,0.19484015214601258,0.02235678704452658
PRY,0.0002285033213683206,0.9423963133640553,0.9509432505897418,0.03368565295587734,0.006453044348034709
PER,9.084503841128503e-05,0.837557603686636,0.86503117156743,0.099952129251257,0.008456319273310886
PHL,0.0019033529482779129,0.8974654377880183,0.8785296930272593,0.009027414500124235,0.0016691472588015533
POL,0.002394766575078889,0.9792626728110599,0.9746747667706194,0.0026602276437866987,0.03086705353635585
PRT,0.0026928834946988813,1.0,0.9984170829029688,0.0068925133629171124,0.016006924317362895
PRI,0.006544193914512885,0.9262672811059908,0.9652866262006685,0.0037892749251499966,0.01474864049372466
QAT,0.08873399672845964,1.0,1.0,4.449409456772868e-05,0.2429016083680662
ROU,0.0016925853575433874,1.0,1.0,0.0040159072062557295,0.01864352037646732
RUS,0.00015600887338502567,0.9631336405529953,0.9546373220493807,0.05656296692946498,0.018051525833009747
RWA,0.00017439622398609747,0.7108294930875576,0.46467528383682366,0.0015797091890437935,0.033700953915877
WSM,0.01144800693627747,0.988479262672811,0.9450563058908589,0.023740177500382962,0.03327278089063039
SMR,0.01144800693627747,0.813847308727613,1.0,0.023740177500382962,0.03327278089063039
STP,3.361845476318794e-05,0.9654377880184332,0.7366626494176741,0.021502572641366003,0.022262955712578417
SAU,0.11037846294354599,0.9654377880184332,0.9999146418661282,0.00014711622940603104,0.018062900364034202
SEN,0.0009611445245293221,0.7350230414746544,0.6806015794105006,0.0033461431314366274,0.004084754696402507
SRB,0.005522441998701112,0.9907834101382489,0.8799439980819133,0.002224273253991398,0.0060473294525586465
SYC,0.01144800693627747,0.9504608294930876,0.954758906988231,0.023740177500382962,0.05938791922134328
