CountryCode,SN.ITK.DFCT,NY.GDP.MKTP.KD.ZG,SH.XPD.TOTL.ZS,AG.PRD.LVSK.XD,SI.POV.NAGP
ARB,0.12750272981957517,0.589952531638012,0.15918547063533908,0.014470946236181283,0.05728745875268106
CSS,0.12147528079320823,0.558449975226892,0.2099463412845439,0.026513217924717166,0.05728745875268106
CEB,0.1511339024793355,0.547718102628015,0.24716771291581385,0.07373223551268837,0.05728745875268106
EAR,0.22601533177877567,0.5863986321148882,0.20628987579429345,0.02073305056775485,0.05728745875268106
EAS,0.23791864188238013,0.5316939682061987,0.27149688463080907,0.009899539172650625,0.05728745875268106
EAP,0.2461128050869555,0.6195911193748774,0.15840751394284383,0.003215045936397224,0.05728745875268106
TEA,0.2428285385563236,0.6195911193748774,0.15842950249886242,0.003116086771223675,0.05728745875268106
EMU,0.1511339024793355,0.5606770253557288,0.38514487358133653,0.0519081127924744,0.05728745875268106
ECS,0.1511339024793355,0.5261689823525946,0.3535894001623871,0.07333147842437869,0.05728745875268106
ECA,0.1511339024793355,0.5025525531127438,0.21472359473780936,0.06875793427447606,0.05728745875268106
TEC,0.1511339024793355,0.5025525531127438,0.21662869220593528,0.06887623272244282,0.05728745875268106
EUU,0.1511339024793355,0.560660440092363,0.36135154128225566,0.055505421140642636,0.05728745875268106
FCS,0.4723169192179623,0.6395770430537124,0.18560272824020305,0.023031347085764788,0.05728745875268106
HPC,0.46831982581801196,0.5506167503115762,0.17581897427723828,0.028048842368239603,0.05728745875268106
HIC,0.1511339024793355,0.5469958058658463,0.43041015643721797,0.047898275600898446,0.05728745875268106
IBD,0.19543893403888013,0.5756964805235149,0.2144579601320255,0.013369695354629098,0.05728745875268106
IBT,0.23203588343082876,0.5790363401757161,0.2096304075615028,0.014485487001653245,0.05728745875268106
IDB,0.23087393614737156,0.6686908404254734,0.12878680592191571,0.017306076102492164,0.05728745875268106
IDX,0.4453528867139092,0.5545577604851567,0.1527330013620643,0.02530237761716912,0.05728745875268106
IDA,0.3687976898856867,0.6100485397056143,0.14262864332366632,0.021818294690866873,0.05728745875268106
LTE,0.2181024396193733,0.596876204806644,0.21077672427610067,0.009202311420714586,0.05728745875268106
LCN,0.1559324838710024,0.569167072950053,0.26454524523023654,0.020278785701846245,0.05728745875268106
LAC,0.15968144693184197,0.5712409256916354,0.2643945159752203,0.019320440187522797,0.05728745875268106
TLA,0.15715564215719383,0.5691250441339452,0.26497377355722773,0.019595232780286985,0.05728745875268106
LDC,0.4724841408422568,0.5181469991569121,0.13338875091180274,0.026819134123171804,0.05728745875268106
LMY,0.23376631745580653,0.5802993527773976,0.20824651432227062,0.013209204798420918,0.05728745875268106
LIC,0.51005909724406,0.5175293290970364,0.17300122412605734,0.03354972915244776,0.05728745875268106
LMC,0.23639498933231334,0.5812054320502746,0.15324308430890385,0.014910599321791312,0.05728745875268106
MEA,0.09046297595208219,0.6800035977774053,0.18246230654676343,0.012594496195225516,0.05728745875268106
MNA,0.09706309722666798,0.5898270667873234,0.1964800702799349,0.01331078512000444,0.05728745875268106
TMN,0.09706309722666798,0.5898270667873234,0.1964800702799349,0.01331078512000444,0.05728745875268106
MIC,0.21129067608026542,0.5809610373566353,0.20883747379456336,0.012329520507704196,0.05728745875268106
NAC,0.1511339024793355,0.5408143712378249,0.568859345818118,0.04489032870985831,0.05728745875268106
INX,0.1511339024793355,0.5389322085594698,0.21385127170046417,0.038143190935050066,0.05728745875268106
OED,0.1511339024793355,0.544064676286973,0.42828401900660257,0.04651092522422912,0.05728745875268106
OSS,0.2893815683912072,0.5631103842428081,0.1847201470601686,0.05118624921197049,0.05728745875268106
PSS,0.08512845713499897,0.5486769880296839,0.21522682326531206,0.03049651413491707,0.05728745875268106
PST,0.1511339024793355,0.5437106210759637,0.438062986709586,0.048966213152738275,0.05728745875268106
PRE,0.3156596813211746,0.6184204097889167,0.1446594723738311,0.025620572689056976,0.05728745875268106
SST,0.228927257205363,0.5515523895790624,0.19195743730808262,0.0441124180468036,0.05728745875268106
SAS,0.23076160399958903,0.5616405598227434,0.14970741760484702,0.015749094423789682,0.05728745875268106
TSA,0.23076160399958903,0.5616405598227434,0.14970741760484702,0.015749094423789682,0.05728745875268106
SSF,0.3574815740717414,0.5958691211296311,0.2254757235521591,0.028671204255714133,0.05728745875268106
SSA,0.3574815740717414,0.59587366430534,0.22554841708159235,0.028672086301563784,0.05728745875268106
TSS,0.3574815740717414,0.5958691211296316,0.2254757235521591,0.028671204255714133,0.05728745875268106
UMC,0.18390389073404112,0.5808805427645275,0.2252781136648492,0.011276147464158654,0.05728745875268106
WLD,0.22882607339290922,0.5525372794331027,0.39043919783980585,0.027183338972204357,0.05728745875268106
AFG,0.5273972602739726,0.6067695301787417,0.34609565076861865,0.04178967017243789,0.147005444646098
ALB,0.1511339024793355,0.43488126200502203,0.2603071075409516,0.016602389625767825,0.06715063520871144
DZA,0.10445205479452055,0.5876132108396436,0.12931480518393312,0.011948128839148416,0.05728745875268106
ASM,0.1511339024793355,0.510873531314771,0.21385127170046417,0.07024973480581206,0.05728745875268106
AND,0.1511339024793355,0.5324959944903284,0.2378348062598358,0.038143190935050066,0.05728745875268106
AGO,0.672945205479452,0.5117151786926889,0.0960934839464811,0.03415865602052479,0.05728745875268106
ATG,0.1511339024793355,0.5818047042509434,0.15942532871671797,0.02728416482332722,0.05728745875268106
ARG,0.010273972602739725,0.5394285092333102,0.40028525160091477,0.052874376074139244,0.05728745875268106
