CountryCode,AG.LND.TOTL.RU.K2,AG.LND.EL5M.RU.ZS,SP.RUR.TOTL,AG.LND.TOTL.UR.K2,AG.LND.EL5M.UR.ZS,SP.URB.TOTL
ARB,0.11850189509066372,0.00909884030727062,0.042545126574202986,0.05324828703445749,0.003631801503142568,0.04272291393232061
CSS,0.003517339743000787,0.06754951868799978,0.0011599780839666165,0.0025739920270716064,0.012208720740989002,0.0007025007369637826
CEB,0.007419198775810835,0.02226852428355658,0.011977870679525103,0.019588030585955683,0.008370164676892649,0.016282528349956304
EAR,0.24435815601011365,0.018296784342231923,0.4749954680605575,0.2468605840649938,0.0036571535991388507,0.2682446318230735
EAS,0.1976697805795439,0.022689953816817293,0.3319242988484105,0.19331157498332074,0.009786001497803617,0.24374954119286418
EAP,0.12356175844687464,0.029243029101898098,0.3230025566984669,0.14045178218188603,0.011573611708148204,0.19833310440864818
TEA,0.12249834947510103,0.029226345153905067,0.32016716361030745,0.13978249872119378,0.011637859505524446,0.19477415171396956
EMU,0.019455655492251835,0.03432653886033749,0.02561358413376988,0.10764776856892572,0.04184247621226891,0.06023075026713141
ECS,0.19736948724344194,0.020525566778703406,0.07932738882006926,0.2373339129914057,0.006747767884462999,0.1495010570737872
ECA,0.16413545090087642,0.014097051595821175,0.04240117696381524,0.08581190782079369,0.0009051516781723412,0.062584738053075
TEC,0.16662073925425186,0.014144013411856185,0.04674150436781995,0.0942160737421568,0.0010580919245675802,0.06840853898575254
EUU,0.03071695349015172,0.033051261678504605,0.04015451005918608,0.15096840460184416,0.03445702522070048,0.08939429838326995
FCS,0.10977956009884927,0.010425025317653611,0.07149887016638934,0.023278842517374485,0.00134936901866894,0.035708038246440206
HPC,0.12413925735861352,0.007912029823070333,0.11267424553917597,0.018300096611890557,0.0006469288646024421,0.04117576271535456
HIC,0.29392162419321827,0.023134304032570507,0.06847153492210444,0.48719339335623285,0.008724848789880594,0.21165980751237604
IBD,0.5495563813483777,0.01678197153948584,0.6615063068762108,0.4764769429188608,0.004353363564416871,0.48791444988397953
IBT,0.7144547898526313,0.01572719795791232,0.9105848009363514,0.5226230106463278,0.0036104187493272225,0.5815883777438817
IDB,0.03145171866243751,0.05464031624071176,0.07625783278595911,0.018752314079516347,0.03376515777222236,0.03601579118241112
IDX,0.13344668119568256,0.012553444129043254,0.17282066127418155,0.027393753647951997,0.0010735149616771127,0.05765765494947555
IDA,0.16489840418118692,0.012046316461018333,0.24907849406014065,0.04614606772746835,0.001017737371208982,0.09367368699589443
LTE,0.34982557304740985,0.016899626588506172,0.30984572610369515,0.26521638642728773,0.004938314850396231,0.2642364319967881
LCN,0.16214747155594836,0.01712233396165971,0.03820758828185214,0.1273683795159628,0.0027342448381307612,0.10705774553107879
LAC,0.1541402133506846,0.01678969070792232,0.03700597472618183,0.11922266232461773,0.0026551393743566823,0.10165945743764739
TLA,0.16112442380853303,0.015790960764341597,0.037248300263759276,0.12195828790795951,0.0025755649072432044,0.10384507035637543
LDC,0.1344683129009806,0.011198222082967663,0.16339895891200432,0.019783794748437854,0.0008744776139135406,0.04972684644621951
LMY,0.7056219106040879,0.015959351437140765,0.9090894656606883,0.5113422016470374,0.0036095322062232992,0.5777297994111436
LIC,0.07779911000165049,0.05464031624071176,0.10534455245383073,0.01094377108947371,0.03376515777222236,0.03261920019740996
LMC,0.16972298319253804,0.02383426964828218,0.4887144093134285,0.14143720302913287,0.004317548569217131,0.2202693668164903
MEA,0.09519423492135393,0.010810342409841665,0.04077965075938108,0.07199864087386953,0.004665065432168411,0.05232664191160588
MNA,0.07435659782272877,0.0110244568552911,0.03876393699164889,0.05322860030035513,0.0038648041713115343,0.043504416573949815
