CountryCode,AG.LND.IRIG.AG.ZS,AG.LND.AGRI.ZS,NV.AGR.TOTL.KD.ZG,AG.LND.ARBL.ZS,ER.FSH.CAPT.MT,AG.PRD.CREL.MT,AG.YLD.CREL.KG,AG.PRD.CROP.XD,TX.VAL.FOOD.ZS.UN,TM.VAL.FOOD.ZS.UN,AG.PRD.FOOD.XD,AG.LND.FRST.ZS,AG.LND.EL5M.ZS,AG.LND.CREL.HA,ER.FSH.PROD.MT
ARB,0.054447649184239826,0.38471459876598824,0.37350867493806,0.052956089260188265,0.01620345598525361,0.013114409533330377,0.018274049900184507,0.10776793791742492,0.020282019947879634,0.3055316712114645,0.04919515311959155,0.03724839078099393,0.010455055309243377,0.03613230024307887,0.008040527663588305
CSS,0.054447649184239826,0.06815918355498793,0.40533246899465,0.026974888468177638,0.0010463712561340154,0.0001455278555247822,0.04174143484892895,0.1650680205791897,0.12541631385448346,0.34113902608807883,0.07234636110966071,0.8727369753853774,0.07158158328336953,0.00018004399700678639,0.0005146921029074238
CEB,0.054447649184239826,0.5893092406734897,0.3449328698001886,0.5229864387326261,0.01840070643781291,0.023372081135447347,0.045741543178726744,0.16523850349655236,0.06060732340462774,0.10227404574596717,0.07895836006445874,0.3229634401282874,0.025294840354780287,0.02643309891979105,0.009203702923461473
EAR,0.054447649184239826,0.4220321744254912,0.4172378268085588,0.17345363082385,0.22915680359707702,0.170115811582734,0.027127092180396772,0.11928614754399744,0.14576261336455532,0.20674747325926615,0.05470660958543518,0.24735685869171814,0.019467943750688988,0.3203931783404262,0.12246990861268878
EAS,0.054447649184239826,0.5566506720120634,0.41823213353174404,0.140800082783365,0.32902411800918696,0.20831585645456785,0.048712457962812365,0.10494219373116313,0.09160690523519019,0.1564113747674994,0.045452562270864486,0.2605498096990374,0.02650586333874541,0.2214749523116567,0.22234570110470847
EAP,0.054447649184239826,0.5138307737735536,0.4257030953248754,0.16560032141380343,0.17899088344704903,0.19072335201888238,0.05031648399634163,0.10063158539067284,0.14087189598299693,0.1470877748878331,0.041950513169437605,0.2900730608429865,0.03378368168242306,0.19641467379410213,0.13836647292670587
TEA,0.054447649184239826,0.5160100761856766,0.4257030953248754,0.16487060871865455,0.17395766728786521,0.18849511772036479,0.05029650887867252,0.10004426316724833,0.14087189598299693,0.1470877748878331,0.041704877403680125,0.2870294138068599,0.03379528253113181,0.19419576179927045,0.13147272492114648
EMU,0.054447649184239826,0.5591976076728312,0.38952658629907677,0.3717090428298322,0.05243446268460061,0.05244279377547333,0.05970863197888172,0.16379727139343062,0.10483523485750695,0.19761540307172035,0.08278366488458815,0.3474867721286429,0.049842914517447816,0.04563206183930964,0.029137550388432937
ECS,0.054447649184239826,0.32994220088928455,0.4055451887585032,0.17619543384571057,0.2190755895573347,0.10153085669850331,0.05200006384594064,0.17018124084020514,0.1041532818475169,0.18686146310335203,0.08325812867616042,0.37682134464745126,0.022352065287970395,0.10123064285313307,0.11186152365716186
ECA,0.054447649184239826,0.31051079663138254,0.4322084987149092,0.1502355923589623,0.09583375495014784,0.020009802328491172,0.03416896448310022,0.14923775133354292,0.04608641688937811,0.21111974612157727,0.07560886764675578,0.3878948755589648,0.014270226018941259,0.030108893342424392,0.04756488467997761
