CountryCode,IndicatorCode,1960,1970,1980,1990,2000,2005,2010,2011,2012,2013,2014,2015,2016
ARB,EG.USE.ELEC.KH.PC,0.010234232539781193,0.010234232539781193,0.010234232539781193,0.019174694191313988,0.027330189556344024,0.033226114088371284,0.04151106471126169,0.04215863001479925,0.042859636603838354,0.04387563967167267,0.04520693828960865,0.04520693828960865,0.04520693828960865
ARB,EG.ELC.HYRO.ZS,0.16115840858946298,0.16115840858946298,0.16115840858946298,0.0719807199977056,0.0438963252462705,0.0432286720774548,0.035475232559688104,0.0324850263410847,0.033178121601092,0.0334930892649207,0.0293713818858021,0.0293713818858021,0.0293713818858021
ARB,EG.ELC.NUCL.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARB,EG.ELC.FOSL.ZS,0.831278249788169,0.831278249788169,0.831278249788169,0.9204519681251,0.948043253123833,0.9479149029654149,0.9535616070624231,0.956922573721653,0.9564915171587041,0.95522177954418,0.9587951068549719,0.9587951068549719,0.9587951068549719
ARB,EG.ELC.RNWX.ZS,0.0,0.0,0.0,6.541198598160045e-06,0.0008189648248810307,0.00213042116112537,0.004711525208812669,0.004645854187418463,0.004192243659676875,0.0057805964430809815,0.006751414794237836,0.006751414794237836,0.006751414794237836
ARB,EG.USE.COMM.GD.PP.KD,0.07263908406083794,0.07263908406083794,0.07263908406083794,0.07263908406083794,0.0799200753058652,0.08372027069506326,0.09177389626777034,0.08957094313607626,0.09203100151819962,0.08862128587350836,0.09104370430362589,0.09104370430362589,0.09104370430362589
ARB,EG.USE.COMM.FO.ZS,0.91372323295903,0.91372323295903,0.91372323295903,0.937101768771126,0.9510927131450789,0.95247707224632,0.96319420492923,0.9628160009362711,0.965920838439968,0.9707293422886041,0.970444917785439,0.970444917785439,0.970444917785439
ARB,EG.ELC.RNEW.ZS,0.072415212459437,0.072415212459437,0.072415212459437,0.072415212459437,0.04464523630726,0.0447445355615319,0.0385400991246685,0.035491566048748396,0.0359163850508694,0.0372032235311628,0.0336583671450003,0.0336583671450003,0.0336583671450003
ARB,EG.FEC.RNEW.ZS,0.08002017105559574,0.08002017105559574,0.08002017105559574,0.08002017105559574,0.06733144345025063,0.06496117289840432,0.04945470285591216,0.04789742140143448,0.04257931590252024,0.043110581166331666,0.0426287663934835,0.0426287663934835,0.0426287663934835
CSS,EG.USE.ELEC.KH.PC,0.05028894504522653,0.05028894504522653,0.05028894504522653,0.05028894504522653,0.05028894504522653,0.05853520333668816,0.05140713799554299,0.053058365967910616,0.052507487207029954,0.052507487207029954,0.052507487207029954,0.052507487207029954,0.052507487207029954
CSS,EG.ELC.HYRO.ZS,0.24189739203078395,0.23071756055122458,0.22461286549609225,0.2188010593470506,0.20177010523087577,0.19167722079486718,0.19012676627797026,0.1818430922313698,0.18165389997628856,0.18504413757358829,0.18126350247522954,0.18064873772913145,0.18064873772913145
CSS,EG.ELC.NUCL.ZS,0.01198021479363001,0.01388872445656003,0.0242594241600483,0.05130990914845194,0.05524053689918342,0.055179722665778384,0.04848262497547117,0.04816905471211162,0.04632885655435387,0.04674230915773397,0.04785838108994283,0.0469065394402599,0.0469065394402599
CSS,EG.ELC.FOSL.ZS,0.41306902981560367,0.42252270219198,0.4208900736421186,0.42402211721921845,0.43561381270280297,0.4429185849337189,0.44069800483059113,0.44557504198748366,0.4431705876837556,0.43531211039376,0.43274187865440317,0.43209138639889355,0.43209138639889355
CSS,EG.ELC.RNWX.ZS,0.009367533379276559,0.009867238733175968,0.009902933858589823,0.015515194794717692,0.01913810839870934,0.024307766137242205,0.03894545168138291,0.04485162798747277,0.05161783018459074,0.05827751902149699,0.06708707959406242,0.07025569645426287,0.07025569645426287
CSS,EG.USE.COMM.GD.PP.KD,0.17132078291294534,0.17132078291294534,0.17132078291294534,0.17132078291294534,0.2417685616817728,0.21022131145691353,0.27240594413291147,0.26774740902728544,0.2596294762929694,0.2596294762929694,0.2596294762929694,0.2596294762929694,0.2596294762929694
CSS,EG.USE.COMM.FO.ZS,0.958413509014012,0.958413509014012,0.958413509014012,0.7832422445722339,0.9464854451206619,0.8754199013046611,0.973329760948634,0.971751820374231,0.969359136584334,0.9694117852193089,0.9691362001344621,0.9691362001344621,0.9691362001344621
