CountryCode,IndicatorCode,1960,1970,1980,1990,2000,2005,2010,2011,2012,2013,2014,2015,2016
PRT,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
PRI,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
PRI,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
QAT,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
QAT,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
ROU,EN.CLC.DRSK.XQ,,,,,,,,3.25,,,,,
ROU,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
RUS,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
RUS,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
RWA,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
RWA,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
WSM,EN.CLC.DRSK.XQ,,,,,,,,3.5,,,,,
WSM,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SMR,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
SMR,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
STP,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
STP,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SAU,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
SAU,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SEN,EN.CLC.DRSK.XQ,,,,,,,,2.75,,,,,
SEN,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SRB,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
SRB,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SYC,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
SYC,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SLE,EN.CLC.DRSK.XQ,,,,,,,,3.0,,,,,
SLE,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SGP,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
SGP,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SXM,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
SXM,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SVK,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
SVK,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SVN,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
SVN,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SLB,EN.CLC.DRSK.XQ,,,,,,,,2.0,,,,,
SLB,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SOM,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
SOM,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
ZAF,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
ZAF,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SSD,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
SSD,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
ESP,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
ESP,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
LKA,EN.CLC.DRSK.XQ,,,,,,,,3.5,,,,,
LKA,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
KNA,EN.CLC.DRSK.XQ,,,,,,,,3.5,,,,,
KNA,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
LCA,EN.CLC.DRSK.XQ,,,,,,,,3.25,,,,,
LCA,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
MAF,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
MAF,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
VCT,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
VCT,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SDN,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
SDN,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SUR,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
SUR,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SWZ,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
SWZ,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SWE,EN.CLC.DRSK.XQ,,,,,,,,3.75,,,,,
SWE,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
CHE,EN.CLC.DRSK.XQ,,,,,,,,4.75,,,,,
CHE,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
SYR,EN.CLC.DRSK.XQ,,,,,,,,3.5,,,,,
SYR,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
TJK,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
TJK,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
TZA,EN.CLC.DRSK.XQ,,,,,,,,3.5,,,,,
TZA,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
THA,EN.CLC.DRSK.XQ,,,,,,,,3.75,,,,,
THA,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
TLS,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
TLS,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
TGO,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
TGO,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
TON,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
TON,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
TTO,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
TTO,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
TUN,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
TUN,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
TUR,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
TUR,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
TKM,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
TKM,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
TCA,EN.CLC.DRSK.XQ,,,,,,,,2.25,,,,,
TCA,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
TUV,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
TUV,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
UGA,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
UGA,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
UKR,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
UKR,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
ARE,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
ARE,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
GBR,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
GBR,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
USA,EN.CLC.DRSK.XQ,,,,,,,,3.5,,,,,
USA,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
URY,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
URY,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
UZB,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
UZB,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
VUT,EN.CLC.DRSK.XQ,,,,,,,,2.0,,,,,
VUT,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
VEN,EN.CLC.DRSK.XQ,,,,,,,,2.75,,,,,
VEN,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
VNM,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
VNM,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
VIR,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
VIR,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
PSE,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
PSE,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
YEM,EN.CLC.DRSK.XQ,,,,,,,,2.25,,,,,
YEM,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
ZMB,EN.CLC.DRSK.XQ,,,,,,,,3.75,,,,,
ZMB,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
ZWE,EN.CLC.DRSK.XQ,,,,,,,,,,,,,
ZWE,EN.CLC.MDAT.ZS,,,,,,,,,,,,,
